Marca_Modelo,Quantidade
VW/GOL GTS,14146.0
HONDA/CG 160 CARGO,14128.0
I/JAC J3 TURIN,14123.0
TOYOTA/FIELDER,14071.0
I/NISSAN TIIDA 18SL FLEX,14024.0
HONDA/CITY DX FLEX,14017.0
GM/S10 EXECUTIVE D,13994.0
VW/VIRTUS HL AD,13991.0
VW/NOVO VOYAGE 1.6 CITY,13970.0
I/CHEV CRUZE LTZ NB AT,13924.0
TOYOTA/ETIOS HB XLS,13922.0
RENAULT/CLIO RN 1.0 16V,13852.0
VW/24.250 CNC 6X2,13839.0
HONDA/CIVIC EX,13806.0
FIAT/SIENA EL 1.0 FLEX,13744.0
CHEVROLET/S10 LS DD4,13700.0
GM/KADETT GLS,13684.0
I/FORD FIESTA SE,13654.0
VW/POLO SEDAN 1.6 COMFOR,13627.0
FORD/CORCEL II LDO,13623.0
RENAULT/CLIO AUT 10 16VH,13596.0
I/GM TRACKER 2.0,13569.0
HONDA/HR-V TOURING,13551.0
FIAT/IDEA ESSENCE 1.6,13544.0
FIAT/DOBLO ESSENCE 7L E,13544.0
GM/OPALA COMODORO SL/E,13506.0
SUNDOWN/HUNTER 125 SE,13491.0
TOYOTA/COROLLA SEG18VVT,13454.0
TOYOTA/ETIOS SD X,13450.0
YAMAHA/XT 660R,13447.0
PEUGEOT/206 14 PRESENC,13386.0
I/FIAT SIENA ELX,13384.0
I/FORD FOCUS 1.6L HA,13314.0
FORD/DEL REY GL,13300.0
FIAT/ARGO 1.0,13255.0
FORD/ESCORT GHIA,13229.0
I/NISSAN SENTRA 20SL CVT,13214.0
YAMAHA/DT 180 Z,13211.0
GM/VECTRA HATCH 4P GT,13203.0
CHEV/SPIN 1.8L AT ACT,13188.0
HONDA/CIVIC TOURING CVT,13163.0
HONDA/NXR150BROS MIX ESD,13157.0
MMC/PAJERO TR4,13156.0
FIAT/WEEKEND ADVENTURE,13149.0
FIAT/ELBA WEEKEND IE,13139.0
VW/SANTANA CD,13077.0
FORD/ECOSPORT XLT,13048.0
I/NISSAN VERSA 16SV FLEX,13022.0
VW/GOL GLI 1.8,13013.0
JTA/SUZUKI EN125 YES SE,12960.0
NISSAN/KICKS S CVT,12929.0
FORD/FIESTA HA 1.6L SE,12896.0
VW/SANTANA CS,12885.0
SUNDOWN/MAX 125 SE,12882.0
NISSAN/VERSA 16SV CVT,12867.0
RENAULT/LOGAN DYNA 16 M,12853.0
FORD/KA SE PLUS 1.0 HA C,12831.0
FIAT/DOBLO ESSENCE 1.8,12812.0
CHEVROLET/S10 LTZ FD2,12747.0
FIAT/MOBI DRIVE,12744.0
BMW/X1 S20I ACTIVEFLEX,12697.0
I/NISSAN MARCH 16S FLEX,12694.0
TOYOTA/ETIOS HB XS 15,12682.0
FIAT/STRADA HD WK CD E,12671.0
CITROEN/PICASSO II16GLXF,12666.0
CHEVROLET/S10 LTZ DD4A,12653.0
GM/CHEVETTE MARAJO SL,12634.0
FORD/PAMPA GL,12633.0
VW/8.160 DRC 4X2,12619.0
GM/ZAFIRA ELITE,12612.0
GM/OMEGA CD,12604.0
I/PEUGEOT 307 16 PR PK,12594.0
I/FORD FIESTA SE HA,12522.0
RENAULT/DUSTER 20 D 4X2,12468.0
FORD/F600,12457.0
GM/CHEVETTE JUNIOR,12446.0
VW/SANTANA GL 2000 I,12420.0
VW/SANTANA GLS 2000,12403.0
CHEV/SPIN 1.8L MT LTZ,12391.0
VW/SPACEFOX TREND GII,12364.0
CHEV/ONIX 10MT LT2,12358.0
VW/LOGUS CL,12356.0
FORD/FIESTA HA 1.6L SE A,12356.0
VW/VOYAGE CL MB,12341.0
NISSAN/MARCH 10SV,12320.0
YAMAHA/MT03 ABS,12303.0
FORD/ESCORT HOBBY,12300.0
TOYOTA/COROLLA GLI18FLEX,12294.0
VW/NOVO VOYAGE CL MBV,12293.0
FIAT/SIENA EL 1.4 FLEX,12277.0
I/VW SPACEFOX COMFORT,12275.0
FIAT/SIENA TETRAFUEL 1.4,12264.0
HONDA/TURUNA 125,12259.0
FIAT/MAREA ELX,12221.0
VW/SAVEIRO CS ST MB,12200.0
I/GM CORSA SUPER W,12197.0
I/GM CAPTIVA SPORT FWD,12144.0
VW/GOL CITY MB,12139.0
RENAULT/CLIO RT 1.0 16V,12137.0
FORD/F100,12130.0
YAMAHA/DT 180,12088.0
RENAULT/CLIO AUT 10 16VS,12073.0
MMC/ASX 2.0 AWD CVT,12064.0
HONDA/PCX 150 DLX,12057.0
FIAT/MOBI EASY,11994.0
DAFRA/RIVA 150,11980.0
VW/LOGUS GL,11966.0
FIAT/DUCATO CARGO,11948.0
PEUGEOT/206 SOLEIL,11942.0
FIAT/FIORINO 1.0,11931.0
HYUNDAI/HB20 10M VISION,11928.0
VW/NOVA SAVEIRO TL MBVS,11920.0
I/KIA SPORTAGE EX2 OFFG4,11917.0
IMP/VW GOL CL 1.6 MI,11901.0
I/TOYOTA HILUX CDLOWM4FD,11822.0
AUDI/A3 1.8,11817.0
I/VW BORA,11778.0
HONDA/CBX 150 AERO,11772.0
FORD/ECOSPORT FSL AT 1.5,11764.0
GM/OPALA DIPLOMATA SE,11730.0
CHEV/ONIX 10MT LT1,11687.0
MMC/L200 4X4 GLS,11676.0
GM/MERIVA PREMIUM,11611.0
FORD/KA GL IMAGE,11585.0
RENAULT/DUSTER 16 D CVT,11584.0
I/GM CAPTIVA SPORT 2.4,11581.0
PEUGEOT/206 SW14 PRES FX,11566.0
I/CHERY QQ3 1.1,11560.0
GM/CELTA 4P SUPER,11546.0
FIAT/ARGO TREKKING 1.3,11505.0
FORD/ECOSPORT TIT AT 2.0,11499.0
CHEVROLET/S10 LT DD4A,11488.0
TOYOTA/COROLLA ALTISFLEX,11466.0
GM/ZAFIRA CD,11444.0
CHEVROLET/MONTANA SPORT,11424.0
YAMAHA/XT 600 E,11331.0
FORD/ESCORT 1.6I GL,11329.0
VW/VIRTUS AF,11317.0
HONDA/XL 125 S,11301.0
FORD/CARGO 816 S,11281.0
FIAT/STILO,11268.0
VW/NOVA SAVEIRO CS,11221.0
I/FORD FOCUS 2.0L FC,11219.0
FORD/FIESTA 16SE,11114.0
MMC/PAJERO TR4 FL 2WD HP,11112.0
I/FORD FOCUS 2L FC FLEX,11102.0
VW/T CROSS SENSE TSI AD,11079.0
VW/8.150E DELIVERY,11075.0
I/FORD FOCUS 1.8L HA,11066.0
I/FORD FOCUS 1.6 FLEX HA,11056.0
I/VW JETTA 2.0T,11034.0
IMP/FORD ESCORT 1.8I GL,11023.0
GM/ZAFIRA EXPRESSION,11010.0
FORD/PAMPA 1.8 L,10983.0
CITROEN/XSARA PICASSO GX,10979.0
FORD/ESCORT 1.8 GL,10972.0
SHINERAY/50Q,10927.0
VW/VOYAGE 1.6 TREND,10917.0
RENAULT/SANDERO PRI 16,10894.0
VW/POLO 1.6 SPORTLINE,10876.0
GM/S10 2.2 S,10861.0
SR/RANDON SR FG,10838.0
FORD/KA SE 1.5 HA B,10796.0
FORD/FIESTA HA 1.5L SE,10793.0
IMP/FORD ESCORT GLX 16VH,10792.0
AUDI/A3 1.8T,10784.0
GM/CHEVROLET D10,10772.0
FORD/F75,10764.0
HONDA/C100 BIZ MAIS,10759.0
SR/GUERRA AG GR,10723.0
M.BENZ/L 1313,10715.0
CHEVROLET/COBALT 1.8 LT,10665.0
FIAT/UNO FIORINO 1.5,10654.0
GM/CHEVETTE SL/E,10651.0
FIAT/MAREA SX,10618.0
I/FORD RANGER XLSCD4A22C,10594.0
CITROEN/C3 AIRCROSS GLXM,10589.0
GM/CELTA 3 PORTAS SUPER,10567.0
I/HYUNDAI SANTA FE 3.5,10516.0
FIAT/FIORINO WORKING,10510.0
RENAULT/SANDERO ST16 SCE,10510.0
I/KIA PICANTO EX3 1.0L,10488.0
PEUGEOT/206 10 SENSAT,10484.0
JEEP/RENEGADE LNGTD AT D,10474.0
GM/KADETT SL/E EFI,10470.0
GM/ZAFIRA COMFORT,10466.0
HONDA/XLR 125 ES,10462.0
I/NISSAN KICKS SL CVT,10404.0
TOYOTA/COROLLA XLI18FLEX,10400.0
I/VW AMAROK CD 4X4 SE,10375.0
FORD/DEL REY BELINA L,10354.0
MMC/PAJERO TR4 FLEX,10351.0
FIAT/PALIO WK ATTRAC 1.4,10332.0
CHEV/ONIX PLUS 10TAT LTZ,10315.0
FIAT/FIORINO,10302.0
VW/SAVEIRO CS TL MB,10302.0
FIAT/147 GL,10278.0
FORD/FIESTA SEDAN,10277.0
I/MMC LANCER 2.0,10264.0
RENAULT/SANDERO EXP16SCE,10262.0
MMC/PAJERO SPORT HPE,10254.0
I/CITROEN C4 16GLX5P F,10233.0
VW/UP TAKE MCV,10226.0
M.BENZ/ACCELO 815,10224.0
CHEV/ONIX PLUS 10TAT PR2,10195.0
IMP/FIAT TIPO SLX,10194.0
VW/SAVEIRO 1.8,10175.0
HONDA/FIT DX FLEX,10166.0
VW/KOMBI LOTAÇÃO,10153.0
YAMAHA/XT 225,10132.0
GM/BLAZER ADVANTAGE,10118.0
NISSAN/MARCH 16SV,10089.0
GM/KADETT LITE,10040.0
FIAT/PREMIO CS 1.3,10022.0
TOYOTA/ETIOS HB XS,10012.0
BMW/320I ACTIVE FLEX,10007.0
FIAT/DUCATO MAXICARGO,9978.0
I/VW GOLF GLX,9949.0
GM/VECTRA SEDAN ELITE,9873.0
I/HONDA HR-V EX CVT,9857.0
GM/CHEVROLET 60,9839.0
VW/UP MOVE MB,9839.0
HONDA/CB500,9838.0
GM/ZAFIRA ELEGANCE,9800.0
VW/GOL TL MB,9784.0
JEEP/COMPASS LIMITED D,9781.0
I/NISSAN MARCH 16SV FLEX,9763.0
VW/QUANTUM CL,9746.0
TRAXX/JL50 Q2,9729.0
I/FORD ESCORT GLX 16VF,9691.0
VW/LOGUS CLI 1.8,9672.0
I/NISSAN SENTRA 20S FLEX,9671.0
VW/PARATI 1.8,9630.0
JEEP/COMPASS LIMITED F H,9613.0
FORD/F4000 G,9585.0
HONDA/FIT PERSONAL,9567.0
I/HYUNDAI HR HDLWBSC,9562.0
RENAULT/KWID OUTSID 10MT,9532.0
CHEV/SPIN 1.8L AT LT ADV,9529.0
I/PEUGEOT 206 SELECTION,9521.0
VW/LOGUS GLI 1.8,9514.0
GM/OPALA LUXO,9511.0
FORD/DEL REY OURO,9464.0
IMP/ASIA TOWNER COACH,9435.0
HONDA/CB 500F,9433.0
FORD/FIESTA HA 1.6L TI A,9409.0
VW/GOL 1.6 RALLYE,9389.0
FIAT/DOBLO CARGO 1.4,9381.0
RENAULT/CLIO RN 1.0,9368.0
I/TOYOTA HILUX CD4X4,9354.0
RENAULT/SANDERO SW1616VA,9351.0
HONDA/CIVIC EXS,9338.0
HONDA/XL 250,9331.0
I/FIAT 500 CULT,9328.0
I/VW GOL CLI,9317.0
FIAT/UNO MILLE SX YOUNG,9262.0
GM/CORSA SEDAN JOY,9250.0
SUNDOWN/FUTURE 125,9214.0
FIAT/TEMPRA SX,9190.0
FIAT/UNO ATTRACTIVE 1.0E,9181.0
I/MMC ASX 2.0,9171.0
RENAULT/LOGAN LIFE10MT,9136.0
I/VW JETTA,9131.0
CHEV/SPIN 1.8L MT LS E,9125.0
HONDA/CB 500X,9110.0
VW/PARATI 1.6 TRACKFIELD,9078.0
TOYOTA/YARIS SD XL 15 AT,9045.0
CHEVROLET/ONIX 1.4MT ACT,9026.0
JTA-SUZUKI/GSR150I,9017.0
I/FORD RANGER XLTCD4A32C,9010.0
FORD/F350,8998.0
NISSAN/LIVINA 16S,8975.0
VW/UP MOVE MDV,8974.0
GM/CORSA GL W,8955.0
VW/QUANTUM,8915.0
FIAT/PALIO WEEK 6MARCHAS,8909.0
FIAT/BRAVO ESSENCE 1.8,8890.0
I/M.BENZ313CDI SPRINTERM,8889.0
M.BENZ/709,8860.0
PEUGEOT/208 GRIFFE A,8858.0
GM/KADETT GSI MPFI,8838.0
RENAULT/LOGAN ZEN10MT,8831.0
FORD/ECOSPORT SE AT 1.6B,8826.0
GM/CHEVY 500 SL,8812.0
FORD/ECOSPORT XLT 1.6L,8806.0
PEUGEOT/208 ALLURE,8806.0
I/HYUNDAI VERACRUZ 3.8V6,8805.0
HONDA/CIVIC EXR,8795.0
I/VW TIGUAN ALLSPACE CL,8794.0
TOYOTA/ETIOS HB X VSC MT,8794.0
SUNDOWN/HUNTER 90,8792.0
HYUNDAI/HB20X 1.6A STYLE,8761.0
VW/FOX CL MBV,8738.0
I/VW SPACEFOX TREND GII,8724.0
FORD/FIESTA GL CLASS,8675.0
FIAT/SIENA 6 MARCHAS,8670.0
I/FIAT 500 CULT DUAL,8670.0
HONDA/CG150 TITAN MIXESD,8657.0
HONDA/VT600C SHADOW,8626.0
TOYOTA/ETIOS SD XLS15 AT,8622.0
FIAT/UNO 1.5 R,8616.0
CHEVROLET/S10 LT FD2,8612.0
FORD/COURIER,8608.0
VW/VARIANT II,8607.0
JEEP/COMPASS LIMITED F,8602.0
FIAT/UNO MILLE ELECTRONI,8591.0
FIAT/STILO 16V,8590.0
TOYOTA/YARIS HB XL 13 AT,8578.0
FIAT/STRADA TREK FLEX,8565.0
FORD/VERSAILLES 2.0 GL,8554.0
CAOACHERY/TIGGO 5X TXS,8548.0
CITROEN/C3 EXC 16 A FLEX,8543.0
I/KIA SPORTAGE LX2 OFFG4,8540.0
FIAT/UNO S IE,8535.0
RENAULT/DUSTER 20 D 4X4,8525.0
VW/GOL 1.0 ECOMOTION GIV,8518.0
FIAT/STRADA ADVENTURE,8515.0
RENAULT/SANDERO LIFE10MT,8509.0
VW/VOYAGE GLS,8509.0
TOYOTA/ETIOS HB XS 15 AT,8505.0
DAFRA/NEXT 250,8503.0
HYUNDAI/TUCSON TURBO GLS,8486.0
CITROEN/C3 120A EXCLUSIV,8481.0
I/FORD FOCUS 2L HC FLEX,8477.0
CHEV/ONIX 10TAT PR2,8471.0
IMP/ASIA TOWNER SDX,8468.0
FIAT/IDEA ADVENTURE DUAL,8445.0
I/CHEV TRACKER LT,8421.0
TOYOTA/ETIOS HB X VSC AT,8410.0
VW/FOX ROCK IN RIO,8403.0
VW/SANTANA GL 2000,8400.0
RENAULT/CLIO EXP 10 16VH,8381.0
VW/PARATI 16V TURBO,8370.0
I/TOYOTA HILUX 4CD SR5,8356.0
FIAT/UNO ECONOMY,8353.0
GM/CHEVETTE SL 1.6,8347.0
RENAULT/SANDERO DYNA 16,8330.0
MMC/L200 SPORT 4X4 HPE,8321.0
VOLVO/FH 460 6X2T,8319.0
I/MMC PAJERO HPE 3.2 D,8291.0
FORD/BELINA II LDO,8289.0
FIAT/UNO,8283.0
CITROEN/C4CACTUS FEEL A,8278.0
I/KIA PICANTO EX41.0ATFF,8275.0
FORD/ESCORT 1.8 XR3,8271.0
FIAT/DOBLO EX,8265.0
GM/S10 DELUXE,8258.0
CHEVROLET/CRUZE LTZ NB,8248.0
I/VW JETTA CL AF,8243.0
HONDA/NX 150,8240.0
I/RENAULT CLIO AUT 10H3P,8239.0
GM/ASTRA HB 2P ADVANTAGE,8227.0
NISSAN/LIVINA 18SL,8226.0
I/M.BENZ 415CDISPRINTERM,8211.0
I/SUZUKI G.VITARA 4WD 5P,8183.0
FIAT/DOBLO ATTRACTIV 1.4,8178.0
I/HYUNDAI ELANTRA GLS,8173.0
SUNDOWN/HUNTER 100,8171.0
VW/GOL I PLUS,8169.0
I/KIA SOUL EX 1.6 FF MT,8167.0
PEUGEOT/208 ACTIVE,8167.0
I/VW AMAROK CD 4X4 S,8157.0
VW/POINTER CLI 1.8,8155.0
VW/GOL 1.0L MC5,8153.0
M.BENZ/A 190,8144.0
R/MILTON BRASILIA CA,8133.0
I/VW SPACEFOX SPORT.GII,8118.0
FORD/KA SE 1.5 HA,8111.0
IMP/FIAT UNO MILLE SX,8107.0
VW/SANTANA GLS 2000 I,8096.0
CHEV/TRACKER 12T A PR,8095.0
I/PEUGEOT 207HB XR S,8094.0
RENAULT/DUSTER EXP16 SCE,8092.0
VW/QUANTUM GLS,8084.0
VW/GOL L,8066.0
FIAT/STRADA ENDURANCE CS,8063.0
NISSAN/VERSA 16 S,8054.0
NISSAN/VERSA 16 SV,8050.0
I/KIA SPORTAGE EX2 FFG3,8038.0
VW/8.150,8035.0
IMP/LADA LAIKA 1.6,8031.0
GM/D20 CUSTOM S,8027.0
VW/GOL 1.0 PLUS,8027.0
NISSAN/MARCH 16SL,8022.0
FORD/DEL REY GLX,8012.0
VW/NOVA SAVEIRO RB MBVD,8010.0
TOYOTA/ETIOS HB X 13L AT,8009.0
FIAT/FIORINO TREKKING,8003.0
I/FORD RANGER XL 13P,8000.0
VW/VOYAGE 1.0L MC4,7977.0
FIAT/STRADA FIRE,7962.0
VW/NOVO GOL 1.6 CITY,7954.0
TOYOTA/ETIOS SD XS 15 AT,7948.0
I/CHERY FACE 1.3,7930.0
VW/APOLLO GLS,7925.0
FIAT/PALIO WK ADVEN DUAL,7920.0
VW/1600,7918.0
SUNDOWN/WEB 100 EVO,7915.0
HONDA/SH 150I,7911.0
I/HYUNDAI ELANTRA,7908.0
GM/CHEVROLET D20 CUSTOM,7903.0
FIAT/UNO S 1.5,7900.0
I/FORD RANGER XLT 13P,7893.0
I/NISSAN SENTRA 20 FLEX,7882.0
TOYOTA/ETIOS HB XPLUS AT,7879.0
FORD/ESCORT 2.0I XR3,7877.0
VW/GOL 16V TURBO,7859.0
R/RECLAL MT RC,7853.0
M.BENZ/L 1513,7850.0
I/RENAULT FLUENCE DYN20M,7849.0
GM/S10,7847.0
CHEVROLET/COBALT 18A ELI,7846.0
VW/INDUSCAR APACHE U,7835.0
I/PEUGEOT 308 ALLURE,7819.0
TOYOTA/ETIOS SD XPLUS AT,7817.0
I/FORD RANGER XLT 12A,7800.0
I/KIA SOUL EX 1.6L,7781.0
GM/OPALA ESPECIAL,7770.0
VW/GOL CL 1.8 MI,7770.0
I/KIA BESTA 12P GS,7768.0
M.BENZ/ACCELO 1016,7767.0
GM/CHEVETTE HATCH SL,7755.0
I/SHINERAY XY 150 5,7755.0
VW/SAVEIRO GL,7749.0
MMC/ASX 2.0 CVT,7741.0
I/KIA SORENTO EX2 2.4G25,7728.0
RENAULT/SCENIC EXP 1616V,7721.0
RENAULT/CLIO PRI 16 16VS,7713.0
TOYOTA/YARIS HB XLS15 AT,7683.0
FIAT/MAREA HLX,7672.0
YAMAHA/YBR150 FACTOR E,7669.0
FIAT/UNO 1.6 R,7660.0
R/RECLAL CA RC,7639.0
I/VW TIGUAN ALLSPACE RL,7629.0
FIAT/PALIO WK TREKK 1.6,7615.0
FIAT/UNO MILLE BRIO,7604.0
M.BENZ/C180FF,7585.0
R/RANDON SR BA,7583.0
I/SUZUKI G.VITARA 2WD 5P,7582.0
CHEVROLET/S10 LT DD4,7578.0
IMP/FORD,7570.0
VW/VOYAGE CL 1.8,7568.0
CITROEN/XSARA PICASSO EX,7556.0
I/WUYANG WY48Q-2,7552.0
CHEVROLET/COBALT 18M LTZ,7540.0
FORD/FIESTA CLX 16V,7532.0
M.BENZ/L 1318,7507.0
I/FORD RANGER XL,7503.0
MMC/PAJERO DAKAR D,7501.0
I/PEUGEOT 307 16 FX PR,7491.0
NISSAN/FRONTIER 4X4 SE,7476.0
FORD/ECOSPORT SE 1.6,7461.0
I/CITROEN C4 PIC GLXA 5L,7457.0
I/MMC ASX 2.0 4WD,7457.0
RENAULT/SANDERO PR1616VA,7454.0
GM/VERANEIO,7450.0
TOYOTA/YARIS HB XLPLUSAT,7447.0
GM/KADETT GS,7444.0
FIAT/MOBI WAY,7442.0
VW/SAVEIRO 1.6 SUPERSURF,7439.0
AUDI/Q3 1.4TFSI,7438.0
VW/QUANTUM CL 1800 I,7437.0
TOYOTA/COROLLA SEG18FLEX,7426.0
GM/MONZA CLUB,7416.0
SR/RANDON SR TQ,7416.0
I/FORD RANGER LTDCD4A32C,7383.0
AUDI/A3 LM 150CV,7380.0
RENAULT/CLIO EXP 10 16VS,7356.0
I/FIAT FREEMONT PRECISIO,7341.0
VW/SAVEIRO GL 1.8,7319.0
IMP/VW VOYAGE GL,7314.0
JTA/SUZUKI INTRUDER 125C,7309.0
I/HYUNDAI VELOSTER,7292.0
CHEVROLET/COBALT 1.4 LS,7280.0
I/TRAXX JL50Q 2,7274.0
VW/T CROSS TSI AD,7263.0
FIAT/ELBA S,7250.0
GM/CARAVAN COMODORO SL/E,7249.0
VW/SANTANA GL,7249.0
GM/BLAZER EXECUTIVE,7244.0
I/RENAULT SYMBOL PR1616V,7239.0
YAMAHA/RX 125,7230.0
GM/ASTRA SEDAN CD,7229.0
NISSAN/VERSA 16 SL,7226.0
HONDA/BIZ 100 KS,7217.0
M.BENZ/915C,7208.0
FORD/PAMPA,7205.0
JEEP/RENEGADE LIMITED AT,7201.0
TOYOTA/COROLLA ALTIS20FX,7197.0
I/FIAT CRONOS PREC AT,7176.0
R/FREE HOBBY FH2,7176.0
VW/GOL CL MB,7166.0
CHEVROLET/CRUZE LTZ HB,7165.0
HONDA/PCX 150 DLX ABS,7146.0
FIAT/ELBA CSL 1.6,7118.0
GM/MONZA CLASSIC,7115.0
IMP/FIAT PALIO EL,7083.0
I/VW SPACEFOX GII,7064.0
FORD/CARGO 815 E,7063.0
FORD/ECOSPORT XL 1.6FLEX,7058.0
IMP/FIAT SIENA EL,7049.0
RENAULT/SCENIC RT1.6 16V,7047.0
FIAT/PREMIO CSL,7044.0
NISSAN/GRAND LIVINA 18SL,7035.0
FORD/F350 G,7030.0
TOYOTA/ETIOS SD X 15L MT,7027.0
HONDA/CG 125 CARGO ES,7022.0
I/VW BEETLE,7014.0
VOLVO/FH 540 6X4T,6989.0
I/CITROEN C4 PALLAS20GAF,6979.0
VW/NIVUS HL TSI AD,6957.0
VW/SAVEIRO CLI,6955.0
HONDA/FIT TWIST,6949.0
MMC/L200 TRITON HPE D,6933.0
VW/VOYAGE GL 1.8,6923.0
RENAULT/MEGANESD DYN 16,6919.0
I/CHERY TIGGO 2.0,6898.0
TOYOTA/ETIOS SD PLT15 AT,6895.0
GM/CHEVY 500,6888.0
VW/PARATI GLS,6859.0
I/KIA SOUL EX 1.6 FF AT,6853.0
I/HYUNDAI SONATA GLS,6829.0
I/FORD FOCUS SE AT 2.0SC,6812.0
I/DODGE JOURNEY R/T,6811.0
FORD/VERSAILLES 1.8 I GL,6793.0
FORD/ECOSPORT TITNAT 2.0,6789.0
RENAULT/DUSTER DYN16 SCE,6773.0
SR/FACCHINI SRF LO,6735.0
FIAT/PREMIO CSL 1.6,6734.0
R/JUNIOR CIA 501,6730.0
CHEV/ONIX PLUS 10TAT PR1,6726.0
I/VW AMAROK CD 4X4 TREND,6725.0
IMP/FIAT UNO CSL 1.6,6724.0
VW/NOVA SAVEIRO CE CROSS,6721.0
FORD/PAMPA 1.8 GL,6717.0
IMP/VW GOLF GLX 2.0 MI,6716.0
VW/SANTANA CG,6696.0
VW/NOVO FOX HL MD,6681.0
VW/QUANTUM GL,6677.0
TOYOTA/YARIS HB XS 15 AT,6672.0
RENAULT/OROCH 16 4X2,6649.0
FORD/11000,6642.0
GM/KADETT IPANEMA SL EFI,6641.0
VW/8.120 EURO3,6617.0
CITROEN/C3 EXCL 16 16V,6615.0
KASINSKI/COMET 250R,6595.0
FIAT/TEMPRA OURO,6593.0
HYUNDAI/HB20S 10M VISION,6590.0
RENAULT/LOGAN AUTH 1016V,6582.0
FORD/FIESTA CLX,6581.0
FIAT/PUNTO SPORTING 1.8,6580.0
FIAT/DOBLO CARGO FLEX,6576.0
NISSAN/KICKS S MT,6575.0
FORD/KA SE AT 1.5 HA C,6571.0
PEUGEOT/208 ACTIVE MT,6566.0
I/KIA CERATO EX2 1.6L,6561.0
VW/TL,6558.0
HYUNDAI/HB20S 1.0M UNIQ,6518.0
M.BENZ/OF 1318,6512.0
IMP/RENAULT 19 RN,6510.0
I/TOYOTA HILUX CD4X4 SR,6503.0
RENAULT/SCENIC RT 1.6 16,6501.0
HONDA/SHADOW 750,6495.0
YAMAHA/XTZ 125XE,6492.0
I/FORD EDGE V6,6489.0
CITROEN/C3 AIRCROSS EXCM,6484.0
M.BENZ/ATEGO 2426,6482.0
FIAT/PANORAMA,6472.0
FORD/ECOSPORT SE 1.5,6465.0
CHEV/SPIN 18L AT PREMIER,6447.0
CHEV/SPIN 1.8L AT ACT7,6444.0
YAMAHA/DT 200,6444.0
I/PEUGEOT 408 ALLURE,6443.0
I/JAC J2 1.4,6443.0
VW/GOL GTI 2000,6443.0
I/KIA CERATO SX3 1.6ATNB,6437.0
FORD/KA SE PLUS AT1.5SDC,6436.0
CHEV/ONIX PLUS JOY,6429.0
HYUNDAI/TUCSON GLB,6427.0
HYUNDAI/CRETA 16A SMART,6423.0
I/SHINERAY XY 150 GY,6421.0
I/NISSAN SENTRA S,6409.0
HYUNDAI/CRETA 16A ACTION,6408.0
YAMAHA/XTZ 250X,6405.0
MMC/L200 TRITON GL D,6398.0
YAMAHA/CY 50 JOG,6395.0
NISSAN/VERSA 16UNIQUECVT,6394.0
IMP/RENAULT 19 RT,6385.0
I/RENAULT CLIO RL,6382.0
HONDA/CIVIC EXS FLEX,6376.0
I/NISSAN TIIDA SEDAN 18F,6370.0
FIAT/TIPO 1.6 MPI,6368.0
I/KIA CERATO FF SX3 ATNB,6363.0
HYUNDAI/HB20 16A VISION,6360.0
I/CITROEN XSARA GLX 16V,6355.0
IMP/VW GOLF GL 1.8 MI,6353.0
SR/RANDONSP SRFG CG,6349.0
I/M.BENZ C 180 CGI,6344.0
FIAT/ELBA WEEKEND,6317.0
IMP/VW GOL SPECIAL,6316.0
KAWASAKI/NINJA 250R,6313.0
I/VW SPACECROSS GII,6309.0
REB/ROSSETTI SRBA ST3.25,6297.0
HONDA/CIVIC SPORT CVT,6292.0
GM/ASTRA MILENIUM,6290.0
I/GM CORSA CLASSIC,6279.0
IMP/FORD MONDEO CLX FD,6273.0
M.BENZ/LA 1113,6267.0
I/KIA CERATO EX3 1.6MTNB,6264.0
RENAULT/SANDERO STEP 16R,6259.0
VW/POLO AF,6253.0
RENAULT/CLIO PRI 10 16VS,6253.0
FORD/COURIER CLX,6244.0
HYUNDAI/HB20 1.6M PREM,6238.0
IMP/HONDA,6235.0
JTA/SUZUKI KATANA 125,6231.0
I/NISSAN TIIDA 18S FLEX,6228.0
I/TOYOTA HILUX CD4X4 STD,6227.0
TOYOTA/YARIS HA PLS15CNT,6224.0
IMP/RENAULT TWINGO,6218.0
FIAT/TEMPRA HLX 16V,6212.0
I/VW GOLF GTI,6211.0
I/HYUNDAI I30 1.8,6204.0
VW/13.180 CNM,6183.0
VW/NOVO FOX TL MA,6176.0
FIAT/PREMIO,6166.0
VW/SAVEIRO S,6164.0
PEUGEOT/2008 ALLURE EAT6,6141.0
M.BENZ/1718,6132.0
RENAULT/LOGAN EXP 16 HP,6128.0
FIAT/DOBLO ADVENTURE,6126.0
RENAULT/DUSTER 16 E CVT,6125.0
HONDA/CB 450 DX,6121.0
VW/GOL 16V SPORT,6119.0
NISSAN/MARCH 16SL CVT,6118.0
CHEV/ONIX JOY BLACK,6099.0
I/HONDA CITY EX FLEX,6088.0
VW/NOVO GOL TRACK MCV,6086.0
I/HONDA CITY LX FLEX,6080.0
I/GM OMEGA CD,6077.0
FIAT/STRADA HD WK CE E,6073.0
VW/VOYAGE PLUS,6071.0
HONDA/FIT CX FLEX,6069.0
KASINSKI/MIRAGE 150 50,6066.0
HYUNDAI/HB20 10M EVOLUTI,6063.0
FORD/ECOSPORT SE ATDT1.5,6050.0
HYUNDAI/CRETA 16M ATTITU,6048.0
FORD/F1000 SS,6038.0
HONDA/CG 160 CARGO C,6031.0
FIAT/STRADA FIRE CE,6029.0
