Marca_Cod,Marca,Modelo_Cod,Modelo,Ano,Modelo_A,Modelo_B
40,Outras,468,COROLLA,1992,COROLLA,
40,Outras,2823,COROLLA CROSS,2022,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2021,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2020,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2019,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2018,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2017,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2016,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2015,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2014,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2013,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2012,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2011,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2010,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2009,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2008,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2007,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2006,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2005,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2004,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2003,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2002,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2001,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,2000,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,1999,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,1998,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,1997,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,1996,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,1995,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,1994,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,1993,COROLLA,CROSS
40,Outras,2823,COROLLA CROSS,1992,COROLLA,CROSS
40,Outras,904,COROLLA FIELDER,2022,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2021,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2020,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2019,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2018,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2017,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2016,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2015,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2014,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2013,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2012,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2011,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2010,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2009,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2008,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2007,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2006,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2005,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2004,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2003,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2002,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2001,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,2000,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,1999,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,1998,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,1997,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,1996,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,1995,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,1994,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,1993,COROLLA,FIELDER
40,Outras,904,COROLLA FIELDER,1992,COROLLA,FIELDER
40,Outras,469,COROLLA WAGON,2022,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2021,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2020,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2019,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2018,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2017,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2016,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2015,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2014,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2013,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2012,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2011,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2010,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2009,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2008,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2007,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2006,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2005,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2004,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2003,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2002,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2001,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,2000,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,1999,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,1998,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,1997,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,1996,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,1995,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,1994,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,1993,COROLLA,WAGON
40,Outras,469,COROLLA WAGON,1992,COROLLA,WAGON
40,Outras,2417,ETIOS HATCH,2022,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2021,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2020,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2019,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2018,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2017,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2016,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2015,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2014,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2013,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2012,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2011,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2010,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2009,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2008,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2007,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2006,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2005,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2004,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2003,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2002,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2001,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,2000,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,1999,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,1998,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,1997,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,1996,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,1995,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,1994,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,1993,ETIOS,HATCH
40,Outras,2417,ETIOS HATCH,1992,ETIOS,HATCH
40,Outras,2418,ETIOS SEDAN,2022,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2021,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2020,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2019,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2018,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2017,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2016,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2015,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2014,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2013,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2012,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2011,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2010,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2009,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2008,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2007,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2006,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2005,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2004,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2003,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2002,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2001,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,2000,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,1999,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,1998,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,1997,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,1996,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,1995,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,1994,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,1993,ETIOS,SEDAN
40,Outras,2418,ETIOS SEDAN,1992,ETIOS,SEDAN
40,Outras,2758,YARIS HATCH,2022,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2021,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2020,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2019,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2018,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2017,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2016,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2015,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2014,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2013,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2012,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2011,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2010,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2009,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2008,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2007,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2006,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2005,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2004,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2003,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2002,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2001,YARIS,HATCH
40,Outras,2758,YARIS HATCH,2000,YARIS,HATCH
40,Outras,2758,YARIS HATCH,1999,YARIS,HATCH
40,Outras,2758,YARIS HATCH,1998,YARIS,HATCH
40,Outras,2758,YARIS HATCH,1997,YARIS,HATCH
40,Outras,2758,YARIS HATCH,1996,YARIS,HATCH
40,Outras,2758,YARIS HATCH,1995,YARIS,HATCH
40,Outras,2758,YARIS HATCH,1994,YARIS,HATCH
40,Outras,2758,YARIS HATCH,1993,YARIS,HATCH
40,Outras,2758,YARIS HATCH,1992,YARIS,HATCH
40,Outras,2759,YARIS SEDAN,2022,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2021,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2020,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2019,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2018,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2017,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2016,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2015,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2014,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2013,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2012,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2011,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2010,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2009,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2008,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2007,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2006,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2005,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2004,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2003,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2002,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2001,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,2000,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,1999,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,1998,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,1997,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,1996,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,1995,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,1994,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,1993,YARIS,SEDAN
40,Outras,2759,YARIS SEDAN,1992,YARIS,SEDAN
29,Peugeot,2636,2008,2021,2008,
29,Peugeot,2636,2008,2020,2008,
29,Peugeot,2636,2008,2019,2008,
29,Peugeot,2636,2008,2018,2008,
29,Peugeot,2636,2008,2017,2008,
29,Peugeot,2636,2008,2016,2008,
29,Peugeot,2636,2008,2015,2008,
29,Peugeot,2636,2008,2014,2008,
29,Peugeot,2636,2008,2013,2008,
29,Peugeot,401,206,2021,206,
29,Peugeot,401,206,2020,206,
29,Peugeot,401,206,2019,206,
29,Peugeot,401,206,2018,206,
29,Peugeot,401,206,2017,206,
29,Peugeot,401,206,2016,206,
29,Peugeot,401,206,2015,206,
29,Peugeot,401,206,2014,206,
29,Peugeot,401,206,2013,206,
29,Peugeot,400,206 CC,2021,206,CC
29,Peugeot,400,206 CC,2020,206,CC
29,Peugeot,400,206 CC,2019,206,CC
29,Peugeot,400,206 CC,2018,206,CC
29,Peugeot,400,206 CC,2017,206,CC
29,Peugeot,400,206 CC,2016,206,CC
29,Peugeot,400,206 CC,2015,206,CC
29,Peugeot,400,206 CC,2014,206,CC
29,Peugeot,400,206 CC,2013,206,CC
29,Peugeot,820,206 SW,2021,206,SW
29,Peugeot,820,206 SW,2020,206,SW
29,Peugeot,820,206 SW,2019,206,SW
29,Peugeot,820,206 SW,2018,206,SW
29,Peugeot,820,206 SW,2017,206,SW
29,Peugeot,820,206 SW,2016,206,SW
29,Peugeot,820,206 SW,2015,206,SW
29,Peugeot,820,206 SW,2014,206,SW
29,Peugeot,820,206 SW,2013,206,SW
29,Peugeot,948,207,2021,207,
29,Peugeot,948,207,2020,207,
29,Peugeot,948,207,2019,207,
29,Peugeot,948,207,2018,207,
29,Peugeot,948,207,2017,207,
29,Peugeot,948,207,2016,207,
29,Peugeot,948,207,2015,207,
29,Peugeot,948,207,2014,207,
29,Peugeot,948,207,2013,207,
29,Peugeot,949,207 SEDAN,2021,207,SEDAN
29,Peugeot,949,207 SEDAN,2020,207,SEDAN
29,Peugeot,949,207 SEDAN,2019,207,SEDAN
29,Peugeot,949,207 SEDAN,2018,207,SEDAN
29,Peugeot,949,207 SEDAN,2017,207,SEDAN
29,Peugeot,949,207 SEDAN,2016,207,SEDAN
29,Peugeot,949,207 SEDAN,2015,207,SEDAN
29,Peugeot,949,207 SEDAN,2014,207,SEDAN
29,Peugeot,949,207 SEDAN,2013,207,SEDAN
29,Peugeot,950,207 SW,2021,207,SW
29,Peugeot,950,207 SW,2020,207,SW
29,Peugeot,950,207 SW,2019,207,SW
29,Peugeot,950,207 SW,2018,207,SW
29,Peugeot,950,207 SW,2017,207,SW
29,Peugeot,950,207 SW,2016,207,SW
29,Peugeot,950,207 SW,2015,207,SW
29,Peugeot,950,207 SW,2014,207,SW
29,Peugeot,950,207 SW,2013,207,SW
29,Peugeot,987,207 SW ESCAPADE,2021,207,SW ESCAPADE
29,Peugeot,987,207 SW ESCAPADE,2020,207,SW ESCAPADE
29,Peugeot,987,207 SW ESCAPADE,2019,207,SW ESCAPADE
29,Peugeot,987,207 SW ESCAPADE,2018,207,SW ESCAPADE
29,Peugeot,987,207 SW ESCAPADE,2017,207,SW ESCAPADE
29,Peugeot,987,207 SW ESCAPADE,2016,207,SW ESCAPADE
29,Peugeot,987,207 SW ESCAPADE,2015,207,SW ESCAPADE
29,Peugeot,987,207 SW ESCAPADE,2014,207,SW ESCAPADE
29,Peugeot,987,207 SW ESCAPADE,2013,207,SW ESCAPADE
29,Peugeot,2419,208,2021,208,
29,Peugeot,2419,208,2020,208,
29,Peugeot,2419,208,2019,208,
29,Peugeot,2419,208,2018,208,
29,Peugeot,2419,208,2017,208,
29,Peugeot,2419,208,2016,208,
29,Peugeot,2419,208,2015,208,
29,Peugeot,2419,208,2014,208,
29,Peugeot,2419,208,2013,208,
31,Renault,2717,CAPTUR,2022,CAPTUR,
31,Renault,2717,CAPTUR,2021,CAPTUR,
31,Renault,2717,CAPTUR,2020,CAPTUR,
31,Renault,2717,CAPTUR,2019,CAPTUR,
31,Renault,2717,CAPTUR,2018,CAPTUR,
31,Renault,2717,CAPTUR,2017,CAPTUR,
31,Renault,2717,CAPTUR,2016,CAPTUR,
31,Renault,2717,CAPTUR,2015,CAPTUR,
31,Renault,2717,CAPTUR,2014,CAPTUR,
31,Renault,2717,CAPTUR,2013,CAPTUR,
31,Renault,2717,CAPTUR,2012,CAPTUR,
31,Renault,431,CLIO,2022,CLIO,
31,Renault,431,CLIO,2021,CLIO,
31,Renault,431,CLIO,2020,CLIO,
31,Renault,431,CLIO,2019,CLIO,
31,Renault,431,CLIO,2018,CLIO,
31,Renault,431,CLIO,2017,CLIO,
31,Renault,431,CLIO,2016,CLIO,
31,Renault,431,CLIO,2015,CLIO,
31,Renault,431,CLIO,2014,CLIO,
31,Renault,431,CLIO,2013,CLIO,
31,Renault,431,CLIO,2012,CLIO,
31,Renault,432,CLIO SEDAN,2022,CLIO,SEDAN
31,Renault,432,CLIO SEDAN,2021,CLIO,SEDAN
31,Renault,432,CLIO SEDAN,2020,CLIO,SEDAN
31,Renault,432,CLIO SEDAN,2019,CLIO,SEDAN
31,Renault,432,CLIO SEDAN,2018,CLIO,SEDAN
31,Renault,432,CLIO SEDAN,2017,CLIO,SEDAN
31,Renault,432,CLIO SEDAN,2016,CLIO,SEDAN
31,Renault,432,CLIO SEDAN,2015,CLIO,SEDAN
31,Renault,432,CLIO SEDAN,2014,CLIO,SEDAN
31,Renault,432,CLIO SEDAN,2013,CLIO,SEDAN
31,Renault,432,CLIO SEDAN,2012,CLIO,SEDAN
31,Renault,2320,DUSTER,2022,DUSTER,
31,Renault,2320,DUSTER,2021,DUSTER,
31,Renault,2320,DUSTER,2020,DUSTER,
31,Renault,2320,DUSTER,2019,DUSTER,
31,Renault,2320,DUSTER,2018,DUSTER,
31,Renault,2320,DUSTER,2017,DUSTER,
31,Renault,2320,DUSTER,2016,DUSTER,
31,Renault,2320,DUSTER,2015,DUSTER,
31,Renault,2320,DUSTER,2014,DUSTER,
31,Renault,2320,DUSTER,2013,DUSTER,
31,Renault,2320,DUSTER,2012,DUSTER,
31,Renault,2652,DUSTER OROCH,2022,DUSTER,OROCH
31,Renault,2652,DUSTER OROCH,2021,DUSTER,OROCH
31,Renault,2652,DUSTER OROCH,2020,DUSTER,OROCH
31,Renault,2652,DUSTER OROCH,2019,DUSTER,OROCH
31,Renault,2652,DUSTER OROCH,2018,DUSTER,OROCH
31,Renault,2652,DUSTER OROCH,2017,DUSTER,OROCH
31,Renault,2652,DUSTER OROCH,2016,DUSTER,OROCH
31,Renault,2652,DUSTER OROCH,2015,DUSTER,OROCH
31,Renault,2652,DUSTER OROCH,2014,DUSTER,OROCH
31,Renault,2652,DUSTER OROCH,2013,DUSTER,OROCH
31,Renault,2652,DUSTER OROCH,2012,DUSTER,OROCH
31,Renault,2727,KWID,2022,KWID,
31,Renault,2727,KWID,2021,KWID,
31,Renault,2727,KWID,2020,KWID,
31,Renault,2727,KWID,2019,KWID,
31,Renault,2727,KWID,2018,KWID,
31,Renault,2727,KWID,2017,KWID,
31,Renault,2727,KWID,2016,KWID,
31,Renault,2727,KWID,2015,KWID,
31,Renault,2727,KWID,2014,KWID,
31,Renault,2727,KWID,2013,KWID,
31,Renault,2727,KWID,2012,KWID,
31,Renault,910,LOGAN,2022,LOGAN,
31,Renault,910,LOGAN,2021,LOGAN,
31,Renault,910,LOGAN,2020,LOGAN,
31,Renault,910,LOGAN,2019,LOGAN,
31,Renault,910,LOGAN,2018,LOGAN,
31,Renault,910,LOGAN,2017,LOGAN,
31,Renault,910,LOGAN,2016,LOGAN,
31,Renault,910,LOGAN,2015,LOGAN,
31,Renault,910,LOGAN,2014,LOGAN,
31,Renault,910,LOGAN,2013,LOGAN,
31,Renault,910,LOGAN,2012,LOGAN,
31,Renault,739,MASTER,2022,MASTER,
31,Renault,739,MASTER,2021,MASTER,
31,Renault,739,MASTER,2020,MASTER,
31,Renault,739,MASTER,2019,MASTER,
31,Renault,739,MASTER,2018,MASTER,
31,Renault,739,MASTER,2017,MASTER,
31,Renault,739,MASTER,2016,MASTER,
31,Renault,739,MASTER,2015,MASTER,
31,Renault,739,MASTER,2014,MASTER,
31,Renault,739,MASTER,2013,MASTER,
31,Renault,739,MASTER,2012,MASTER,
31,Renault,2497,MASTER CHASSI,2022,MASTER,CHASSI
31,Renault,2497,MASTER CHASSI,2021,MASTER,CHASSI
31,Renault,2497,MASTER CHASSI,2020,MASTER,CHASSI
31,Renault,2497,MASTER CHASSI,2019,MASTER,CHASSI
31,Renault,2497,MASTER CHASSI,2018,MASTER,CHASSI
31,Renault,2497,MASTER CHASSI,2017,MASTER,CHASSI
31,Renault,2497,MASTER CHASSI,2016,MASTER,CHASSI
31,Renault,2497,MASTER CHASSI,2015,MASTER,CHASSI
31,Renault,2497,MASTER CHASSI,2014,MASTER,CHASSI
31,Renault,2497,MASTER CHASSI,2013,MASTER,CHASSI
31,Renault,2497,MASTER CHASSI,2012,MASTER,CHASSI
31,Renault,927,MEGANE CABRIOLET,2022,MEGANE,CABRIOLET
31,Renault,927,MEGANE CABRIOLET,2021,MEGANE,CABRIOLET
31,Renault,927,MEGANE CABRIOLET,2020,MEGANE,CABRIOLET
31,Renault,927,MEGANE CABRIOLET,2019,MEGANE,CABRIOLET
31,Renault,927,MEGANE CABRIOLET,2018,MEGANE,CABRIOLET
31,Renault,927,MEGANE CABRIOLET,2017,MEGANE,CABRIOLET
31,Renault,927,MEGANE CABRIOLET,2016,MEGANE,CABRIOLET
31,Renault,927,MEGANE CABRIOLET,2015,MEGANE,CABRIOLET
31,Renault,927,MEGANE CABRIOLET,2014,MEGANE,CABRIOLET
31,Renault,927,MEGANE CABRIOLET,2013,MEGANE,CABRIOLET
31,Renault,927,MEGANE CABRIOLET,2012,MEGANE,CABRIOLET
31,Renault,903,MEGANE GRAND TOUR,2022,MEGANE,GRAND TOUR
31,Renault,903,MEGANE GRAND TOUR,2021,MEGANE,GRAND TOUR
31,Renault,903,MEGANE GRAND TOUR,2020,MEGANE,GRAND TOUR
31,Renault,903,MEGANE GRAND TOUR,2019,MEGANE,GRAND TOUR
31,Renault,903,MEGANE GRAND TOUR,2018,MEGANE,GRAND TOUR
31,Renault,903,MEGANE GRAND TOUR,2017,MEGANE,GRAND TOUR
31,Renault,903,MEGANE GRAND TOUR,2016,MEGANE,GRAND TOUR
31,Renault,903,MEGANE GRAND TOUR,2015,MEGANE,GRAND TOUR
31,Renault,903,MEGANE GRAND TOUR,2014,MEGANE,GRAND TOUR
31,Renault,903,MEGANE GRAND TOUR,2013,MEGANE,GRAND TOUR
31,Renault,903,MEGANE GRAND TOUR,2012,MEGANE,GRAND TOUR
31,Renault,437,MEGANE HATCH,2022,MEGANE,HATCH
31,Renault,437,MEGANE HATCH,2021,MEGANE,HATCH
31,Renault,437,MEGANE HATCH,2020,MEGANE,HATCH
31,Renault,437,MEGANE HATCH,2019,MEGANE,HATCH
31,Renault,437,MEGANE HATCH,2018,MEGANE,HATCH
31,Renault,437,MEGANE HATCH,2017,MEGANE,HATCH
31,Renault,437,MEGANE HATCH,2016,MEGANE,HATCH
31,Renault,437,MEGANE HATCH,2015,MEGANE,HATCH
31,Renault,437,MEGANE HATCH,2014,MEGANE,HATCH
31,Renault,437,MEGANE HATCH,2013,MEGANE,HATCH
31,Renault,437,MEGANE HATCH,2012,MEGANE,HATCH
31,Renault,439,MEGANE SEDAN,2022,MEGANE,SEDAN
31,Renault,439,MEGANE SEDAN,2021,MEGANE,SEDAN
31,Renault,439,MEGANE SEDAN,2020,MEGANE,SEDAN
31,Renault,439,MEGANE SEDAN,2019,MEGANE,SEDAN
31,Renault,439,MEGANE SEDAN,2018,MEGANE,SEDAN
31,Renault,439,MEGANE SEDAN,2017,MEGANE,SEDAN
31,Renault,439,MEGANE SEDAN,2016,MEGANE,SEDAN
31,Renault,439,MEGANE SEDAN,2015,MEGANE,SEDAN
31,Renault,439,MEGANE SEDAN,2014,MEGANE,SEDAN
31,Renault,439,MEGANE SEDAN,2013,MEGANE,SEDAN
31,Renault,439,MEGANE SEDAN,2012,MEGANE,SEDAN
31,Renault,919,SANDERO,2022,SANDERO,
31,Renault,919,SANDERO,2021,SANDERO,
31,Renault,919,SANDERO,2020,SANDERO,
31,Renault,919,SANDERO,2019,SANDERO,
31,Renault,919,SANDERO,2018,SANDERO,
31,Renault,919,SANDERO,2017,SANDERO,
31,Renault,919,SANDERO,2016,SANDERO,
31,Renault,919,SANDERO,2015,SANDERO,
31,Renault,919,SANDERO,2014,SANDERO,
31,Renault,919,SANDERO,2013,SANDERO,
31,Renault,919,SANDERO,2012,SANDERO,
31,Renault,2634,SANDERO STEPWAY,2022,SANDERO,STEPWAY
31,Renault,2634,SANDERO STEPWAY,2021,SANDERO,STEPWAY
31,Renault,2634,SANDERO STEPWAY,2020,SANDERO,STEPWAY
31,Renault,2634,SANDERO STEPWAY,2019,SANDERO,STEPWAY
31,Renault,2634,SANDERO STEPWAY,2018,SANDERO,STEPWAY
31,Renault,2634,SANDERO STEPWAY,2017,SANDERO,STEPWAY
31,Renault,2634,SANDERO STEPWAY,2016,SANDERO,STEPWAY
31,Renault,2634,SANDERO STEPWAY,2015,SANDERO,STEPWAY
31,Renault,2634,SANDERO STEPWAY,2014,SANDERO,STEPWAY
31,Renault,2634,SANDERO STEPWAY,2013,SANDERO,STEPWAY
