Marca_Cod,Marca,Modelo_Cod,Modelo,Link_Modelo
31,Renault,mdl_2771,Zoe,https://www.icarros.com.br/renault/zoe
238,Rolls-Royce,mdl_2437,Ghost,https://www.icarros.com.br/rolls-royce/ghost
238,Rolls-Royce,mdl_2687,Phantom,https://www.icarros.com.br/rolls-royce/phantom
41,SsangYong,mdl_745,Korando,https://www.icarros.com.br/ssangyong/korando
41,SsangYong,mdl_930,Actyon Sports,https://www.icarros.com.br/ssangyong/actyon-sports
41,SsangYong,mdl_2764,Tivoli,https://www.icarros.com.br/ssangyong/tivoli
41,SsangYong,mdl_2765,XLV,https://www.icarros.com.br/ssangyong/xlv
33,Subaru,mdl_450,Forester,https://www.icarros.com.br/subaru/forester
33,Subaru,mdl_2521,XV,https://www.icarros.com.br/subaru/xv
34,Suzuki,mdl_751,Jimny,https://www.icarros.com.br/suzuki/jimny
34,Suzuki,mdl_758,Vitara,https://www.icarros.com.br/suzuki/vitara
34,Suzuki,mdl_2633,S-Cross,https://www.icarros.com.br/suzuki/s-cross
34,Suzuki,mdl_2793,Jimny Sierra,https://www.icarros.com.br/suzuki/jimny-sierra
35,Toyota,mdl_468,Corolla,https://www.icarros.com.br/toyota/corolla
35,Toyota,mdl_763,Hilux Cabine Dupla,https://www.icarros.com.br/toyota/hilux-cabine-dupla
35,Toyota,mdl_2417,Etios Hatch,https://www.icarros.com.br/toyota/etios-hatch
35,Toyota,mdl_2418,Etios Sedan,https://www.icarros.com.br/toyota/etios-sedan
35,Toyota,mdl_765,SW4,https://www.icarros.com.br/toyota/sw4
35,Toyota,mdl_767,RAV4,https://www.icarros.com.br/toyota/rav4
35,Toyota,mdl_2758,Yaris Hatch,https://www.icarros.com.br/toyota/yaris-hatch
35,Toyota,mdl_2759,Yaris Sedan,https://www.icarros.com.br/toyota/yaris-sedan
35,Toyota,mdl_764,Hilux Cabine Simples,https://www.icarros.com.br/toyota/hilux-cabine-simples
35,Toyota,mdl_2435,Prius,https://www.icarros.com.br/toyota/prius
35,Toyota,mdl_465,Camry,https://www.icarros.com.br/toyota/camry
35,Toyota,mdl_2823,Corolla Cross,https://www.icarros.com.br/toyota/corolla-cross
47,Troller,mdl_772,T4,https://www.icarros.com.br/troller/t4
36,Volkswagen,mdl_480,Gol,https://www.icarros.com.br/volkswagen/gol
36,Volkswagen,mdl_478,Fox,https://www.icarros.com.br/volkswagen/fox
36,Volkswagen,mdl_779,Saveiro,https://www.icarros.com.br/volkswagen/saveiro
36,Volkswagen,mdl_495,Voyage,https://www.icarros.com.br/volkswagen/voyage
36,Volkswagen,mdl_491,Polo,https://www.icarros.com.br/volkswagen/polo
36,Volkswagen,mdl_481,Golf,https://www.icarros.com.br/volkswagen/golf
36,Volkswagen,mdl_2519,Up!,https://www.icarros.com.br/volkswagen/up
36,Volkswagen,mdl_483,Jetta,https://www.icarros.com.br/volkswagen/jetta
36,Volkswagen,mdl_2750,Virtus,https://www.icarros.com.br/volkswagen/virtus
36,Volkswagen,mdl_829,CrossFox,https://www.icarros.com.br/volkswagen/crossfox
36,Volkswagen,mdl_1089,Amarok,https://www.icarros.com.br/volkswagen/amarok
36,Volkswagen,mdl_879,SpaceFox,https://www.icarros.com.br/volkswagen/spacefox
36,Volkswagen,mdl_1015,Tiguan,https://www.icarros.com.br/volkswagen/tiguan
36,Volkswagen,mdl_2774,T-Cross,https://www.icarros.com.br/volkswagen/t-cross
36,Volkswagen,mdl_2638,Golf Variant,https://www.icarros.com.br/volkswagen/golf-variant
36,Volkswagen,mdl_487,Passat,https://www.icarros.com.br/volkswagen/passat
36,Volkswagen,mdl_2315,SpaceCross,https://www.icarros.com.br/volkswagen/spacecross
36,Volkswagen,mdl_2800,Nivus,https://www.icarros.com.br/volkswagen/nivus
36,Volkswagen,mdl_2825,Delivery,https://www.icarros.com.br/volkswagen/delivery
38,Volvo,mdl_994,XC60,https://www.icarros.com.br/volvo/xc60
38,Volvo,mdl_2749,XC40,https://www.icarros.com.br/volvo/xc40
38,Volvo,mdl_863,V40,https://www.icarros.com.br/volvo/v40
38,Volvo,mdl_856,XC90,https://www.icarros.com.br/volvo/xc90
38,Volvo,mdl_851,S60,https://www.icarros.com.br/volvo/s60
38,Volvo,mdl_2434,V60,https://www.icarros.com.br/volvo/v60
38,Volvo,mdl_2767,S90,https://www.icarros.com.br/volvo/s90
