RM,Capital,UF,Municipio
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,ESTEIO
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,GLORINHA
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,GRAVATAI
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,GUAIBA
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,IGREJINHA
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,IVOTI
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,MONTENEGRO
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,NOVA HARTZ
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,NOVA SANTA RITA
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,NOVO HAMBURGO
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,PAROBE
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,PORTAO
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,PORTO ALEGRE
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,ROLANTE
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,SANTO ANTONIO DA PATRULHA
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,SAO JERONIMO
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,SAO LEOPOLDO
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,SAO SEBASTIAO DO CAI
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,SAPIRANGA
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,SAPUCAIA DO SUL
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,TAQUARA
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,TRIUNFO
Região Metropolitana de Porto Alegre,PORTO ALEGRE,RS,VIAMAO
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,ALFREDO WAGNER
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,ANGELINA
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,ANITAPOLIS
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,CANELINHA
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,GAROPABA
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,LEOBERTO LEAL
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,MAJOR GERCINO
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,NOVA TRENTO
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,PAULO LOPES
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,RANCHO QUEIMADO
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,SAO BONIFACIO
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,SAO JOAO BATISTA
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,TIJUCAS
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,AGUAS MORNAS
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,ANTONIO CARLOS
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,BIGUACU
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,FLORIANOPOLIS
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,GOVERNADOR CELSO RAMOS
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,PALHOCA
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,SANTO AMARO DA IMPERATRIZ
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,SAO JOSE
Região Metropolitana de Florianópolis,FLORIANOPOLIS,SC,SAO PEDRO DE ALCANTARA
