RM,Ano,Combustivel,Quantidade
Região Metropolitana da Grande Vitória,2010,Volume_Venda_Diesel,497838128.0
Região Metropolitana da Grande Vitória,2010,Volume_Venda_Gasolina,257935189.0
Região Metropolitana da Grande Vitória,2011,Volume_Venda_Alcool,28140019.0
Região Metropolitana da Grande Vitória,2011,Volume_Venda_Diesel,249530030.0
Região Metropolitana da Grande Vitória,2011,Volume_Venda_Gasolina,293476372.0
Região Metropolitana da Grande Vitória,2012,Volume_Venda_Alcool,27791497.0
Região Metropolitana da Grande Vitória,2012,Volume_Venda_Diesel,275531724.0
Região Metropolitana da Grande Vitória,2012,Volume_Venda_Gasolina,349011987.0
Região Metropolitana da Grande Vitória,2013,Volume_Venda_Alcool,26170304.0
Região Metropolitana da Grande Vitória,2013,Volume_Venda_Diesel,575216291.0
Região Metropolitana da Grande Vitória,2013,Volume_Venda_Gasolina,439709470.0
Região Metropolitana da Grande Vitória,2014,Volume_Venda_Alcool,27346954.0
Região Metropolitana da Grande Vitória,2014,Volume_Venda_Diesel,574314924.0
Região Metropolitana da Grande Vitória,2014,Volume_Venda_Gasolina,473854855.0
Região Metropolitana da Grande Vitória,2014,Volume_Venda_GNV,28369974.0
Região Metropolitana da Grande Vitória,2015,Volume_Venda_Alcool,41149784.0
Região Metropolitana da Grande Vitória,2015,Volume_Venda_Diesel,467230209.0
Região Metropolitana da Grande Vitória,2015,Volume_Venda_Gasolina,459600519.0
Região Metropolitana da Grande Vitória,2015,Volume_Venda_GNV,27636420.0
Região Metropolitana da Grande Vitória,2016,Volume_Venda_Alcool,29529895.0
Região Metropolitana da Grande Vitória,2016,Volume_Venda_Diesel,388810594.0
Região Metropolitana da Grande Vitória,2016,Volume_Venda_Gasolina,469868091.0
Região Metropolitana da Grande Vitória,2016,Volume_Venda_GNV,28287767.0
Região Metropolitana da Grande Vitória,2017,Volume_Venda_Alcool,20363957.0
Região Metropolitana da Grande Vitória,2017,Volume_Venda_Diesel,376693308.2090923
Região Metropolitana da Grande Vitória,2017,Volume_Venda_Gasolina,472408916.0
Região Metropolitana da Grande Vitória,2017,Volume_Venda_GNV,34676616.0
Região Metropolitana da Grande Vitória,2018,Volume_Venda_Alcool,33736234.0
Região Metropolitana da Grande Vitória,2018,Volume_Venda_Diesel,460211770.0
Região Metropolitana da Grande Vitória,2018,Volume_Venda_Gasolina,445400846.0
Região Metropolitana da Grande Vitória,2018,Volume_Venda_GNV,40223024.0
Região Metropolitana da Grande Vitória,2019,Volume_Venda_Alcool,42123307.0
Região Metropolitana da Grande Vitória,2019,Volume_Venda_Diesel,466016980.0
Região Metropolitana da Grande Vitória,2019,Volume_Venda_Gasolina,448989800.0
Região Metropolitana da Grande Vitória,2019,Volume_Venda_GNV,40485129.0
Região Metropolitana da Grande Vitória,2020,Volume_Venda_GNV,35096555.0
Região Metropolitana de Aracaju,2000,Volume_Venda_Alcool,18353616.0
Região Metropolitana de Aracaju,2000,Volume_Venda_Diesel,96222004.0
Região Metropolitana de Aracaju,2000,Volume_Venda_Gasolina,99321466.0
Região Metropolitana de Aracaju,2001,Volume_Venda_Alcool,13409386.0
Região Metropolitana de Aracaju,2001,Volume_Venda_Diesel,106066456.0
Região Metropolitana de Aracaju,2001,Volume_Venda_Gasolina,96794452.0
Região Metropolitana de Aracaju,2002,Volume_Venda_Alcool,10880425.0
Região Metropolitana de Aracaju,2002,Volume_Venda_Diesel,117437200.0
Região Metropolitana de Aracaju,2002,Volume_Venda_Gasolina,100868544.0
Região Metropolitana de Aracaju,2003,Volume_Venda_Alcool,8515421.0
Região Metropolitana de Aracaju,2003,Volume_Venda_Diesel,115056121.0
Região Metropolitana de Aracaju,2003,Volume_Venda_Gasolina,95471011.0
Região Metropolitana de Aracaju,2004,Volume_Venda_Alcool,8907071.0
Região Metropolitana de Aracaju,2004,Volume_Venda_Diesel,107264563.0
Região Metropolitana de Aracaju,2004,Volume_Venda_Gasolina,101883950.0
Região Metropolitana de Aracaju,2005,Volume_Venda_Alcool,8257823.0
Região Metropolitana de Aracaju,2005,Volume_Venda_Diesel,106344313.0
Região Metropolitana de Aracaju,2005,Volume_Venda_Gasolina,101768637.0
Região Metropolitana de Aracaju,2006,Volume_Venda_Alcool,8038989.0
Região Metropolitana de Aracaju,2006,Volume_Venda_Diesel,102350580.71945482
Região Metropolitana de Aracaju,2006,Volume_Venda_Gasolina,106825533.0
Região Metropolitana de Aracaju,2007,Volume_Venda_Alcool,11717757.0
Região Metropolitana de Aracaju,2007,Volume_Venda_Diesel,136646775.0
Região Metropolitana de Aracaju,2007,Volume_Venda_Gasolina,110002287.0
Região Metropolitana de Aracaju,2008,Volume_Venda_Alcool,20324159.0
Região Metropolitana de Aracaju,2008,Volume_Venda_Diesel,142093951.0
Região Metropolitana de Aracaju,2008,Volume_Venda_Gasolina,118978351.0
Região Metropolitana de Aracaju,2009,Volume_Venda_Alcool,37892415.0
Região Metropolitana de Aracaju,2009,Volume_Venda_Diesel,120720675.0
Região Metropolitana de Aracaju,2009,Volume_Venda_Gasolina,124957800.0
Região Metropolitana de Aracaju,2010,Volume_Venda_Alcool,27100881.0
Região Metropolitana de Aracaju,2010,Volume_Venda_Diesel,126125977.0
Região Metropolitana de Aracaju,2010,Volume_Venda_Gasolina,153341090.0
Região Metropolitana de Aracaju,2011,Volume_Venda_Alcool,16099150.0
Região Metropolitana de Aracaju,2011,Volume_Venda_Diesel,131520184.0
Região Metropolitana de Aracaju,2011,Volume_Venda_Gasolina,179008940.0
Região Metropolitana de Aracaju,2012,Volume_Venda_Alcool,13497640.0
Região Metropolitana de Aracaju,2012,Volume_Venda_Diesel,136970286.0
Região Metropolitana de Aracaju,2012,Volume_Venda_Gasolina,198527451.0
Região Metropolitana de Aracaju,2013,Volume_Venda_Alcool,13113415.0
Região Metropolitana de Aracaju,2013,Volume_Venda_Diesel,131498038.0
Região Metropolitana de Aracaju,2013,Volume_Venda_Gasolina,212513000.0
Região Metropolitana de Aracaju,2014,Volume_Venda_Alcool,14092396.0
Região Metropolitana de Aracaju,2014,Volume_Venda_Diesel,132279466.0
Região Metropolitana de Aracaju,2014,Volume_Venda_Gasolina,227790710.0
Região Metropolitana de Aracaju,2014,Volume_Venda_GNV,23041258.0
Região Metropolitana de Aracaju,2015,Volume_Venda_Alcool,29178399.0
Região Metropolitana de Aracaju,2015,Volume_Venda_Diesel,113795366.0
Região Metropolitana de Aracaju,2015,Volume_Venda_Gasolina,213583200.0
Região Metropolitana de Aracaju,2015,Volume_Venda_GNV,22511423.0
Região Metropolitana de Aracaju,2016,Volume_Venda_Alcool,15856598.0
Região Metropolitana de Aracaju,2016,Volume_Venda_Diesel,103263800.0
Região Metropolitana de Aracaju,2016,Volume_Venda_Gasolina,213197100.0
Região Metropolitana de Aracaju,2016,Volume_Venda_GNV,23471193.0
Região Metropolitana de Aracaju,2017,Volume_Venda_Alcool,15751200.0
Região Metropolitana de Aracaju,2017,Volume_Venda_Diesel,96644173.10433951
Região Metropolitana de Aracaju,2017,Volume_Venda_Gasolina,211084691.0
Região Metropolitana de Aracaju,2017,Volume_Venda_GNV,23754570.0
Região Metropolitana de Aracaju,2018,Volume_Venda_Alcool,35017700.0
Região Metropolitana de Aracaju,2018,Volume_Venda_Diesel,102399896.0
Região Metropolitana de Aracaju,2018,Volume_Venda_Gasolina,189451280.0
Região Metropolitana de Aracaju,2018,Volume_Venda_GNV,25124594.0
Região Metropolitana de Aracaju,2019,Volume_Venda_Alcool,39854504.0
Região Metropolitana de Aracaju,2019,Volume_Venda_Diesel,102257494.0
Região Metropolitana de Aracaju,2019,Volume_Venda_Gasolina,194493100.0
Região Metropolitana de Aracaju,2019,Volume_Venda_GNV,22166374.0
Região Metropolitana de Aracaju,2020,Volume_Venda_GNV,16657712.0
Região Metropolitana de Belo Horizonte,2000,Volume_Venda_Alcool,142090836.0
Região Metropolitana de Belo Horizonte,2000,Volume_Venda_Diesel,945292425.0
Região Metropolitana de Belo Horizonte,2000,Volume_Venda_Gasolina,759060160.0
Região Metropolitana de Belo Horizonte,2001,Volume_Venda_Alcool,109631407.0
Região Metropolitana de Belo Horizonte,2001,Volume_Venda_Diesel,960738338.0
Região Metropolitana de Belo Horizonte,2001,Volume_Venda_Gasolina,754815511.0
Região Metropolitana de Belo Horizonte,2002,Volume_Venda_Alcool,119959912.0
Região Metropolitana de Belo Horizonte,2002,Volume_Venda_Diesel,970170892.0
Região Metropolitana de Belo Horizonte,2002,Volume_Venda_Gasolina,773780484.0
Região Metropolitana de Belo Horizonte,2003,Volume_Venda_Alcool,111476410.0
Região Metropolitana de Belo Horizonte,2003,Volume_Venda_Diesel,975042183.0
Região Metropolitana de Belo Horizonte,2003,Volume_Venda_Gasolina,762637779.0
Região Metropolitana de Belo Horizonte,2004,Volume_Venda_Alcool,113353861.0
Região Metropolitana de Belo Horizonte,2004,Volume_Venda_Diesel,1037200167.0
Região Metropolitana de Belo Horizonte,2004,Volume_Venda_Gasolina,810642575.0
Região Metropolitana de Belo Horizonte,2005,Volume_Venda_Alcool,112157620.0
Região Metropolitana de Belo Horizonte,2005,Volume_Venda_Diesel,1077201802.0
Região Metropolitana de Belo Horizonte,2005,Volume_Venda_Gasolina,832067515.0
Região Metropolitana de Belo Horizonte,2006,Volume_Venda_Alcool,105216543.0
Região Metropolitana de Belo Horizonte,2006,Volume_Venda_Diesel,1143904011.9958475
Região Metropolitana de Belo Horizonte,2006,Volume_Venda_Gasolina,887420402.0
Região Metropolitana de Belo Horizonte,2007,Volume_Venda_Alcool,192402955.0
Região Metropolitana de Belo Horizonte,2007,Volume_Venda_Diesel,1119393465.0
Região Metropolitana de Belo Horizonte,2007,Volume_Venda_Gasolina,925361685.0
Região Metropolitana de Belo Horizonte,2008,Volume_Venda_Alcool,332542890.09474003
Região Metropolitana de Belo Horizonte,2008,Volume_Venda_Diesel,1233456338.0
Região Metropolitana de Belo Horizonte,2008,Volume_Venda_Gasolina,940176026.0
Região Metropolitana de Belo Horizonte,2009,Volume_Venda_Alcool,419334496.0
Região Metropolitana de Belo Horizonte,2009,Volume_Venda_Diesel,1209029625.0
Região Metropolitana de Belo Horizonte,2009,Volume_Venda_Gasolina,969397096.0
Região Metropolitana de Belo Horizonte,2010,Volume_Venda_Alcool,282016170.0
Região Metropolitana de Belo Horizonte,2010,Volume_Venda_Diesel,1364629522.0
Região Metropolitana de Belo Horizonte,2010,Volume_Venda_Gasolina,1194150433.0
Região Metropolitana de Belo Horizonte,2011,Volume_Venda_Alcool,167792154.0
Região Metropolitana de Belo Horizonte,2011,Volume_Venda_Diesel,1457377395.0
Região Metropolitana de Belo Horizonte,2011,Volume_Venda_Gasolina,1336347933.0
Região Metropolitana de Belo Horizonte,2012,Volume_Venda_Alcool,146611345.0
Região Metropolitana de Belo Horizonte,2012,Volume_Venda_Diesel,1488511195.0
Região Metropolitana de Belo Horizonte,2012,Volume_Venda_Gasolina,1426559127.0
Região Metropolitana de Belo Horizonte,2013,Volume_Venda_Alcool,195234680.0
Região Metropolitana de Belo Horizonte,2013,Volume_Venda_Diesel,1473125489.0
Região Metropolitana de Belo Horizonte,2013,Volume_Venda_Gasolina,1484475248.0
Região Metropolitana de Belo Horizonte,2014,Volume_Venda_Alcool,199181099.0
Região Metropolitana de Belo Horizonte,2014,Volume_Venda_Diesel,1474873400.0
Região Metropolitana de Belo Horizonte,2014,Volume_Venda_Gasolina,1545820491.0
Região Metropolitana de Belo Horizonte,2014,Volume_Venda_GNV,21049423.0
Região Metropolitana de Belo Horizonte,2015,Volume_Venda_Alcool,380401931.0
Região Metropolitana de Belo Horizonte,2015,Volume_Venda_Diesel,1350097012.0
Região Metropolitana de Belo Horizonte,2015,Volume_Venda_Gasolina,1294495571.0
Região Metropolitana de Belo Horizonte,2015,Volume_Venda_GNV,19044285.0
Região Metropolitana de Belo Horizonte,2016,Volume_Venda_Alcool,298070129.0
Região Metropolitana de Belo Horizonte,2016,Volume_Venda_Diesel,1343055465.0
Região Metropolitana de Belo Horizonte,2016,Volume_Venda_Gasolina,1371272523.0
Região Metropolitana de Belo Horizonte,2016,Volume_Venda_GNV,18102425.0
Região Metropolitana de Belo Horizonte,2017,Volume_Venda_Alcool,404317396.0
Região Metropolitana de Belo Horizonte,2017,Volume_Venda_Diesel,1346596693.92487
Região Metropolitana de Belo Horizonte,2017,Volume_Venda_Gasolina,1373199598.0
Região Metropolitana de Belo Horizonte,2017,Volume_Venda_GNV,18466720.0
Região Metropolitana de Belo Horizonte,2018,Volume_Venda_Alcool,817819374.0
Região Metropolitana de Belo Horizonte,2018,Volume_Venda_Diesel,1365621350.0
Região Metropolitana de Belo Horizonte,2018,Volume_Venda_Gasolina,1000467989.0
Região Metropolitana de Belo Horizonte,2018,Volume_Venda_GNV,24747538.0
Região Metropolitana de Belo Horizonte,2019,Volume_Venda_Alcool,1080463424.0
Região Metropolitana de Belo Horizonte,2019,Volume_Venda_Diesel,1380492326.0
Região Metropolitana de Belo Horizonte,2019,Volume_Venda_Gasolina,887918741.0
Região Metropolitana de Belo Horizonte,2019,Volume_Venda_GNV,23793444.0
Região Metropolitana de Belo Horizonte,2020,Volume_Venda_GNV,16540148.0
Região Metropolitana de Belém,2000,Volume_Venda_Alcool,18035577.0
Região Metropolitana de Belém,2000,Volume_Venda_Diesel,391124586.0
Região Metropolitana de Belém,2000,Volume_Venda_Gasolina,202434165.0
Região Metropolitana de Belém,2001,Volume_Venda_Alcool,7382242.0
Região Metropolitana de Belém,2001,Volume_Venda_Diesel,437228608.0
Região Metropolitana de Belém,2001,Volume_Venda_Gasolina,184056124.0
Região Metropolitana de Belém,2002,Volume_Venda_Alcool,4014293.0
Região Metropolitana de Belém,2002,Volume_Venda_Diesel,421767438.0
Região Metropolitana de Belém,2002,Volume_Venda_Gasolina,194027822.0
Região Metropolitana de Belém,2003,Volume_Venda_Alcool,4693706.0
Região Metropolitana de Belém,2003,Volume_Venda_Diesel,405161654.0
Região Metropolitana de Belém,2003,Volume_Venda_Gasolina,194084313.0
Região Metropolitana de Belém,2004,Volume_Venda_Alcool,5954468.0
Região Metropolitana de Belém,2004,Volume_Venda_Diesel,443206355.0
Região Metropolitana de Belém,2004,Volume_Venda_Gasolina,206272962.0
Região Metropolitana de Belém,2005,Volume_Venda_Alcool,6232830.0
Região Metropolitana de Belém,2005,Volume_Venda_Diesel,438257001.0
Região Metropolitana de Belém,2005,Volume_Venda_Gasolina,213759974.0
Região Metropolitana de Belém,2006,Volume_Venda_Alcool,6311840.0
Região Metropolitana de Belém,2006,Volume_Venda_Diesel,413398979.1125692
Região Metropolitana de Belém,2006,Volume_Venda_Gasolina,222780804.0
Região Metropolitana de Belém,2007,Volume_Venda_Alcool,11701640.0
Região Metropolitana de Belém,2007,Volume_Venda_Diesel,450670401.0
Região Metropolitana de Belém,2007,Volume_Venda_Gasolina,248095814.0
Região Metropolitana de Belém,2008,Volume_Venda_Alcool,21756195.0
Região Metropolitana de Belém,2008,Volume_Venda_Diesel,444168148.0
Região Metropolitana de Belém,2008,Volume_Venda_Gasolina,266049093.0
Região Metropolitana de Belém,2009,Volume_Venda_Alcool,32690404.0
Região Metropolitana de Belém,2009,Volume_Venda_Diesel,416300135.0
Região Metropolitana de Belém,2009,Volume_Venda_Gasolina,276731216.0
Região Metropolitana de Belém,2010,Volume_Venda_Alcool,33378972.0
Região Metropolitana de Belém,2010,Volume_Venda_Diesel,439105636.0
Região Metropolitana de Belém,2010,Volume_Venda_Gasolina,311129803.0
Região Metropolitana de Belém,2011,Volume_Venda_Alcool,22470204.0
Região Metropolitana de Belém,2011,Volume_Venda_Diesel,443559244.0
Região Metropolitana de Belém,2011,Volume_Venda_Gasolina,341855403.0
Região Metropolitana de Belém,2012,Volume_Venda_Alcool,19666500.0
Região Metropolitana de Belém,2012,Volume_Venda_Diesel,457351084.0
Região Metropolitana de Belém,2012,Volume_Venda_Gasolina,380168289.0
Região Metropolitana de Belém,2013,Volume_Venda_Alcool,19195887.0
Região Metropolitana de Belém,2013,Volume_Venda_Diesel,450809754.0
Região Metropolitana de Belém,2013,Volume_Venda_Gasolina,400768054.0
Região Metropolitana de Belém,2014,Volume_Venda_Alcool,18421341.0
Região Metropolitana de Belém,2014,Volume_Venda_Diesel,463558842.0
Região Metropolitana de Belém,2014,Volume_Venda_Gasolina,428802416.0
Região Metropolitana de Belém,2015,Volume_Venda_Alcool,27008000.0
Região Metropolitana de Belém,2015,Volume_Venda_Diesel,444288349.0
Região Metropolitana de Belém,2015,Volume_Venda_Gasolina,430140997.0
Região Metropolitana de Belém,2016,Volume_Venda_Alcool,19454389.0
Região Metropolitana de Belém,2016,Volume_Venda_Diesel,418775461.0
Região Metropolitana de Belém,2016,Volume_Venda_Gasolina,434037448.0
Região Metropolitana de Belém,2017,Volume_Venda_Alcool,15927273.0
Região Metropolitana de Belém,2017,Volume_Venda_Diesel,404981910.547054
Região Metropolitana de Belém,2017,Volume_Venda_Gasolina,443661657.0
Região Metropolitana de Belém,2018,Volume_Venda_Alcool,37859145.0
Região Metropolitana de Belém,2018,Volume_Venda_Diesel,432252366.0
Região Metropolitana de Belém,2018,Volume_Venda_Gasolina,432259641.0
Região Metropolitana de Belém,2019,Volume_Venda_Alcool,40097410.0
Região Metropolitana de Belém,2019,Volume_Venda_Diesel,443062551.0
Região Metropolitana de Belém,2019,Volume_Venda_Gasolina,449824019.0
Região Metropolitana de Curitiba,2000,Volume_Venda_Alcool,150503033.0
Região Metropolitana de Curitiba,2000,Volume_Venda_Diesel,944815393.0
Região Metropolitana de Curitiba,2000,Volume_Venda_Gasolina,644209130.0
Região Metropolitana de Curitiba,2001,Volume_Venda_Alcool,135142776.0
Região Metropolitana de Curitiba,2001,Volume_Venda_Diesel,949069852.0
Região Metropolitana de Curitiba,2001,Volume_Venda_Gasolina,611461820.0
Região Metropolitana de Curitiba,2002,Volume_Venda_Alcool,132433810.0
Região Metropolitana de Curitiba,2002,Volume_Venda_Diesel,957401516.0
Região Metropolitana de Curitiba,2002,Volume_Venda_Gasolina,603895651.0
Região Metropolitana de Curitiba,2003,Volume_Venda_Alcool,122512534.0
Região Metropolitana de Curitiba,2003,Volume_Venda_Diesel,982331583.0
Região Metropolitana de Curitiba,2003,Volume_Venda_Gasolina,606371198.0
Região Metropolitana de Curitiba,2004,Volume_Venda_Alcool,170770388.0
Região Metropolitana de Curitiba,2004,Volume_Venda_Diesel,1016421313.0
Região Metropolitana de Curitiba,2004,Volume_Venda_Gasolina,644346129.0
Região Metropolitana de Curitiba,2005,Volume_Venda_Alcool,173900447.0
Região Metropolitana de Curitiba,2005,Volume_Venda_Diesel,1021444563.0
Região Metropolitana de Curitiba,2005,Volume_Venda_Gasolina,751008501.0
Região Metropolitana de Curitiba,2006,Volume_Venda_Alcool,167899126.0
Região Metropolitana de Curitiba,2006,Volume_Venda_Diesel,1104906496.855098
Região Metropolitana de Curitiba,2006,Volume_Venda_Gasolina,680519742.0
Região Metropolitana de Curitiba,2007,Volume_Venda_Alcool,311752607.413031
Região Metropolitana de Curitiba,2007,Volume_Venda_Diesel,1140627533.0
Região Metropolitana de Curitiba,2007,Volume_Venda_Gasolina,678689663.3979571
Região Metropolitana de Curitiba,2008,Volume_Venda_Alcool,307391360.0
Região Metropolitana de Curitiba,2008,Volume_Venda_Diesel,1168638403.0
Região Metropolitana de Curitiba,2008,Volume_Venda_Gasolina,668384703.0
Região Metropolitana de Curitiba,2009,Volume_Venda_Alcool,358790384.0
Região Metropolitana de Curitiba,2009,Volume_Venda_Diesel,1176068409.0
Região Metropolitana de Curitiba,2009,Volume_Venda_Gasolina,610236737.0
Região Metropolitana de Curitiba,2010,Volume_Venda_Alcool,525032512.0
Região Metropolitana de Curitiba,2010,Volume_Venda_Diesel,1283273527.0
Região Metropolitana de Curitiba,2010,Volume_Venda_Gasolina,743359867.0
Região Metropolitana de Curitiba,2011,Volume_Venda_Alcool,292640342.0
Região Metropolitana de Curitiba,2011,Volume_Venda_Diesel,1316272205.0
Região Metropolitana de Curitiba,2011,Volume_Venda_Gasolina,952665505.0
Região Metropolitana de Curitiba,2012,Volume_Venda_Alcool,257249147.0
Região Metropolitana de Curitiba,2012,Volume_Venda_Diesel,1318615337.0
Região Metropolitana de Curitiba,2012,Volume_Venda_Gasolina,1071492456.0
Região Metropolitana de Curitiba,2013,Volume_Venda_Alcool,408982919.0
Região Metropolitana de Curitiba,2013,Volume_Venda_Diesel,1392530451.0
Região Metropolitana de Curitiba,2013,Volume_Venda_Gasolina,1056891095.0
Região Metropolitana de Curitiba,2014,Volume_Venda_Alcool,424142088.0
Região Metropolitana de Curitiba,2014,Volume_Venda_Diesel,1426878060.0
Região Metropolitana de Curitiba,2014,Volume_Venda_Gasolina,1090925475.0
Região Metropolitana de Curitiba,2014,Volume_Venda_GNV,26078693.0
Região Metropolitana de Curitiba,2015,Volume_Venda_Alcool,394312229.0
Região Metropolitana de Curitiba,2015,Volume_Venda_Diesel,1363427985.0
Região Metropolitana de Curitiba,2015,Volume_Venda_Gasolina,993042061.0
Região Metropolitana de Curitiba,2015,Volume_Venda_GNV,24563218.0
Região Metropolitana de Curitiba,2016,Volume_Venda_Alcool,244876486.0
Região Metropolitana de Curitiba,2016,Volume_Venda_Diesel,1326902129.0
Região Metropolitana de Curitiba,2016,Volume_Venda_Gasolina,1109454771.0
Região Metropolitana de Curitiba,2016,Volume_Venda_GNV,24506607.0
Região Metropolitana de Curitiba,2017,Volume_Venda_Alcool,199964073.0
Região Metropolitana de Curitiba,2017,Volume_Venda_Diesel,1392408236.17036
Região Metropolitana de Curitiba,2017,Volume_Venda_Gasolina,1194358304.0
Região Metropolitana de Curitiba,2017,Volume_Venda_GNV,21903358.0
Região Metropolitana de Curitiba,2018,Volume_Venda_Alcool,478148606.0
Região Metropolitana de Curitiba,2018,Volume_Venda_Diesel,1446248600.0
Região Metropolitana de Curitiba,2018,Volume_Venda_Gasolina,980082347.0
Região Metropolitana de Curitiba,2018,Volume_Venda_GNV,25558291.0
Região Metropolitana de Curitiba,2019,Volume_Venda_Alcool,560638526.0
Região Metropolitana de Curitiba,2019,Volume_Venda_Diesel,1475944870.0
Região Metropolitana de Curitiba,2019,Volume_Venda_Gasolina,953316597.0
Região Metropolitana de Curitiba,2019,Volume_Venda_GNV,24544745.0
Região Metropolitana de Curitiba,2020,Volume_Venda_GNV,17395803.0
Região Metropolitana de Florianópolis,2000,Volume_Venda_Alcool,28228023.0
Região Metropolitana de Florianópolis,2000,Volume_Venda_Diesel,164362478.0
Região Metropolitana de Florianópolis,2000,Volume_Venda_Gasolina,234459155.0
Região Metropolitana de Florianópolis,2001,Volume_Venda_Alcool,29488928.0
Região Metropolitana de Florianópolis,2001,Volume_Venda_Diesel,171743133.0
Região Metropolitana de Florianópolis,2001,Volume_Venda_Gasolina,248262364.0
Região Metropolitana de Florianópolis,2002,Volume_Venda_Alcool,30913905.0
Região Metropolitana de Florianópolis,2002,Volume_Venda_Diesel,171788915.0
Região Metropolitana de Florianópolis,2002,Volume_Venda_Gasolina,276173728.0
Região Metropolitana de Florianópolis,2003,Volume_Venda_Alcool,25076414.0
Região Metropolitana de Florianópolis,2003,Volume_Venda_Diesel,165735316.0
Região Metropolitana de Florianópolis,2003,Volume_Venda_Gasolina,259652547.0
Região Metropolitana de Florianópolis,2004,Volume_Venda_Alcool,28890751.0
Região Metropolitana de Florianópolis,2004,Volume_Venda_Diesel,175198812.0
Região Metropolitana de Florianópolis,2004,Volume_Venda_Gasolina,275801520.0
Região Metropolitana de Florianópolis,2005,Volume_Venda_Alcool,32406737.0
Região Metropolitana de Florianópolis,2005,Volume_Venda_Diesel,170438212.0
Região Metropolitana de Florianópolis,2005,Volume_Venda_Gasolina,281236233.0
Região Metropolitana de Florianópolis,2006,Volume_Venda_Alcool,45793081.0
Região Metropolitana de Florianópolis,2006,Volume_Venda_Diesel,164492748.82005596
Região Metropolitana de Florianópolis,2006,Volume_Venda_Gasolina,327400416.0
Região Metropolitana de Florianópolis,2007,Volume_Venda_Alcool,53409769.0
Região Metropolitana de Florianópolis,2007,Volume_Venda_Diesel,174782957.0
Região Metropolitana de Florianópolis,2007,Volume_Venda_Gasolina,264316821.0
Região Metropolitana de Florianópolis,2008,Volume_Venda_Alcool,84480853.0
Região Metropolitana de Florianópolis,2008,Volume_Venda_Diesel,170485665.0
Região Metropolitana de Florianópolis,2008,Volume_Venda_Gasolina,259686303.0
Região Metropolitana de Florianópolis,2009,Volume_Venda_Alcool,121106304.0
Região Metropolitana de Florianópolis,2009,Volume_Venda_Diesel,171937707.0
Região Metropolitana de Florianópolis,2009,Volume_Venda_Gasolina,277252702.0
Região Metropolitana de Florianópolis,2010,Volume_Venda_Alcool,76928125.0
Região Metropolitana de Florianópolis,2010,Volume_Venda_Diesel,179013964.0
Região Metropolitana de Florianópolis,2010,Volume_Venda_Gasolina,360531823.0
Região Metropolitana de Florianópolis,2011,Volume_Venda_Alcool,28179136.0
Região Metropolitana de Florianópolis,2011,Volume_Venda_Diesel,190066477.0
Região Metropolitana de Florianópolis,2011,Volume_Venda_Gasolina,398719181.0
Região Metropolitana de Florianópolis,2012,Volume_Venda_Alcool,19529821.0
Região Metropolitana de Florianópolis,2012,Volume_Venda_Diesel,203774750.0
Região Metropolitana de Florianópolis,2012,Volume_Venda_Gasolina,447090336.0
Região Metropolitana de Florianópolis,2013,Volume_Venda_Alcool,26813288.0
Região Metropolitana de Florianópolis,2013,Volume_Venda_Diesel,202226619.0
Região Metropolitana de Florianópolis,2013,Volume_Venda_Gasolina,458045541.0
Região Metropolitana de Florianópolis,2014,Volume_Venda_Alcool,30662392.0
Região Metropolitana de Florianópolis,2014,Volume_Venda_Diesel,198965821.0
Região Metropolitana de Florianópolis,2014,Volume_Venda_Gasolina,489427868.0
Região Metropolitana de Florianópolis,2014,Volume_Venda_GNV,17761224.0
Região Metropolitana de Florianópolis,2015,Volume_Venda_Alcool,36203978.0
Região Metropolitana de Florianópolis,2015,Volume_Venda_Diesel,187818565.0
Região Metropolitana de Florianópolis,2015,Volume_Venda_Gasolina,489205322.0
Região Metropolitana de Florianópolis,2015,Volume_Venda_GNV,17108045.0
Região Metropolitana de Florianópolis,2016,Volume_Venda_Alcool,13749300.0
Região Metropolitana de Florianópolis,2016,Volume_Venda_Diesel,177827621.0
Região Metropolitana de Florianópolis,2016,Volume_Venda_Gasolina,522575788.0
Região Metropolitana de Florianópolis,2016,Volume_Venda_GNV,17844004.0
Região Metropolitana de Florianópolis,2017,Volume_Venda_Alcool,11266219.0
Região Metropolitana de Florianópolis,2017,Volume_Venda_Diesel,167699070.950007
Região Metropolitana de Florianópolis,2017,Volume_Venda_Gasolina,521204301.0
Região Metropolitana de Florianópolis,2017,Volume_Venda_GNV,21050899.0
Região Metropolitana de Florianópolis,2018,Volume_Venda_Alcool,22549021.0
Região Metropolitana de Florianópolis,2018,Volume_Venda_Diesel,167429596.0
Região Metropolitana de Florianópolis,2018,Volume_Venda_Gasolina,512455388.0
Região Metropolitana de Florianópolis,2018,Volume_Venda_GNV,28036212.0
Região Metropolitana de Florianópolis,2019,Volume_Venda_Alcool,19489602.0
Região Metropolitana de Florianópolis,2019,Volume_Venda_Diesel,184822180.0
Região Metropolitana de Florianópolis,2019,Volume_Venda_Gasolina,537060603.0
Região Metropolitana de Florianópolis,2019,Volume_Venda_GNV,30199398.0
Região Metropolitana de Florianópolis,2020,Volume_Venda_GNV,27348919.0
Região Metropolitana de Fortaleza,2000,Volume_Venda_Alcool,49362581.0
Região Metropolitana de Fortaleza,2000,Volume_Venda_Diesel,320743627.0
Região Metropolitana de Fortaleza,2000,Volume_Venda_Gasolina,337224848.0
