Marca_Cod,Marca,Modelo_Cod,Modelo,Ano,Versao,Versao_Cod,Combustivel_Gasolina,Combustivel_Alcool,Consumo_Cidade_Gasolina,Consumo_Cidade_Alcool,Consumo_Estrada_Gasolina,Consumo_Estrada_Alcool,Chave_A,Chave_B
36,Volkswagen,480,Gol,2016,GOL 1.0,21282,,,,,,,36-480-2016,36-480-21282-2016
36,Volkswagen,480,Gol,2015,GOL 1.0,21282,,,,,,,36-480-2015,36-480-21282-2015
36,Volkswagen,480,Gol,2014,GOL 1.0,21282,,,,,,,36-480-2014,36-480-21282-2014
36,Volkswagen,480,Gol,2013,GOL 1.0,21282,,,,,,,36-480-2013,36-480-21282-2013
36,Volkswagen,480,Gol,2012,GOL 1.0,21282,,,,,,,36-480-2012,36-480-21282-2012
36,Volkswagen,480,Gol,2011,GOL 1.0,21282,,,,,,,36-480-2011,36-480-21282-2011
36,Volkswagen,480,Gol,2010,GOL 1.0,21282,,,,,,,36-480-2010,36-480-21282-2010
36,Volkswagen,480,Gol,2009,GOL 1.0,21282,,,,,,,36-480-2009,36-480-21282-2009
36,Volkswagen,480,Gol,2008,GOL 1.0,21282,,,,,,,36-480-2008,36-480-21282-2008
36,Volkswagen,480,Gol,2007,GOL 1.0,21282,,,,,,,36-480-2007,36-480-21282-2007
36,Volkswagen,480,Gol,2006,GOL 1.0,21282,,,,,,,36-480-2006,36-480-21282-2006
36,Volkswagen,480,Gol,2005,GOL 1.0,21282,,,,,,,36-480-2005,36-480-21282-2005
36,Volkswagen,480,Gol,2004,GOL 1.0,21282,,,,,,,36-480-2004,36-480-21282-2004
36,Volkswagen,480,Gol,2003,GOL 1.0,21282,,,,,,,36-480-2003,36-480-21282-2003
36,Volkswagen,480,Gol,2002,GOL 1.0,21282,,,,,,,36-480-2002,36-480-21282-2002
36,Volkswagen,480,Gol,2001,GOL 1.0,21282,,,,,,,36-480-2001,36-480-21282-2001
36,Volkswagen,480,Gol,2000,GOL 1.0,21282,,,,,,,36-480-2000,36-480-21282-2000
36,Volkswagen,480,Gol,1999,GOL 1.0,21282,,,,,,,36-480-1999,36-480-21282-1999
36,Volkswagen,480,Gol,1998,GOL 1.0,21282,,,,,,,36-480-1998,36-480-21282-1998
36,Volkswagen,480,Gol,1997,GOL 1.0,21282,,,,,,,36-480-1997,36-480-21282-1997
36,Volkswagen,480,Gol,1996,GOL 1.0,21282,,,,,,,36-480-1996,36-480-21282-1996
36,Volkswagen,480,Gol,1995,GOL 1.0,21282,,,,,,,36-480-1995,36-480-21282-1995
36,Volkswagen,480,Gol,1994,GOL 1.0,21282,,,,,,,36-480-1994,36-480-21282-1994
36,Volkswagen,480,Gol,1993,GOL 1.0,21282,,,,,,,36-480-1993,36-480-21282-1993
36,Volkswagen,480,Gol,1992,GOL 1.0,21282,,,,,,,36-480-1992,36-480-21282-1992
36,Volkswagen,480,Gol,1991,GOL 1.0,21282,,,,,,,36-480-1991,36-480-21282-1991
36,Volkswagen,480,Gol,1990,GOL 1.0,21282,,,,,,,36-480-1990,36-480-21282-1990
36,Volkswagen,480,Gol,1989,GOL 1.0,21282,,,,,,,36-480-1989,36-480-21282-1989
36,Volkswagen,480,Gol,1988,GOL 1.0,21282,,,,,,,36-480-1988,36-480-21282-1988
36,Volkswagen,480,Gol,1987,GOL 1.0,21282,,,,,,,36-480-1987,36-480-21282-1987
36,Volkswagen,480,Gol,1986,GOL 1.0,21282,,,,,,,36-480-1986,36-480-21282-1986
36,Volkswagen,480,Gol,1985,GOL 1.0,21282,,,,,,,36-480-1985,36-480-21282-1985
36,Volkswagen,480,Gol,1984,GOL 1.0,21282,,,,,,,36-480-1984,36-480-21282-1984
36,Volkswagen,480,Gol,1983,GOL 1.0,21282,,,,,,,36-480-1983,36-480-21282-1983
36,Volkswagen,480,Gol,1982,GOL 1.0,21282,,,,,,,36-480-1982,36-480-21282-1982
36,Volkswagen,480,Gol,1981,GOL 1.0,21282,,,,,,,36-480-1981,36-480-21282-1981
36,Volkswagen,479,FUSCA,1986,FUSCA 1300,3201,N/D,N/D,8,N/D,10,N/D,36-479-1986,36-479-3201-1986
36,Volkswagen,479,FUSCA,2016,FUSCA 1300,3201,,,,,,,36-479-2016,36-479-3201-2016
36,Volkswagen,479,FUSCA,2015,FUSCA 1300,3201,,,,,,,36-479-2015,36-479-3201-2015
36,Volkswagen,479,FUSCA,2014,FUSCA 1300,3201,,,,,,,36-479-2014,36-479-3201-2014
36,Volkswagen,479,FUSCA,2013,FUSCA 1300,3201,,,,,,,36-479-2013,36-479-3201-2013
36,Volkswagen,479,FUSCA,1996,FUSCA 1300,3201,,,,,,,36-479-1996,36-479-3201-1996
36,Volkswagen,479,FUSCA,1995,FUSCA 1300,3201,,,,,,,36-479-1995,36-479-3201-1995
36,Volkswagen,479,FUSCA,1994,FUSCA 1300,3201,,,,,,,36-479-1994,36-479-3201-1994
36,Volkswagen,479,FUSCA,1993,FUSCA 1300,3201,,,,,,,36-479-1993,36-479-3201-1993
36,Volkswagen,479,FUSCA,1987,FUSCA 1300,3201,,,,,,,36-479-1987,36-479-3201-1987
36,Volkswagen,479,FUSCA,1986,FUSCA 1300,3201,,,,,,,36-479-1986,36-479-3201-1986
36,Volkswagen,479,FUSCA,1985,FUSCA 1300,3201,,,,,,,36-479-1985,36-479-3201-1985
36,Volkswagen,479,FUSCA,1984,FUSCA 1300,3201,,,,,,,36-479-1984,36-479-3201-1984
36,Volkswagen,479,FUSCA,1983,FUSCA 1300,3201,,,,,,,36-479-1983,36-479-3201-1983
36,Volkswagen,479,FUSCA,1982,FUSCA 1300,3201,,,,,,,36-479-1982,36-479-3201-1982
36,Volkswagen,479,FUSCA,1981,FUSCA 1300,3201,,,,,,,36-479-1981,36-479-3201-1981
36,Volkswagen,479,FUSCA,1980,FUSCA 1300,3201,,,,,,,36-479-1980,36-479-3201-1980
36,Volkswagen,479,FUSCA,1979,FUSCA 1300,3201,,,,,,,36-479-1979,36-479-3201-1979
36,Volkswagen,479,FUSCA,1978,FUSCA 1300,3201,,,,,,,36-479-1978,36-479-3201-1978
36,Volkswagen,479,FUSCA,1977,FUSCA 1300,3201,,,,,,,36-479-1977,36-479-3201-1977
36,Volkswagen,479,FUSCA,1976,FUSCA 1300,3201,,,,,,,36-479-1976,36-479-3201-1976
36,Volkswagen,479,FUSCA,1975,FUSCA 1300,3201,,,,,,,36-479-1975,36-479-3201-1975
36,Volkswagen,479,FUSCA,1974,FUSCA 1300,3201,,,,,,,36-479-1974,36-479-3201-1974
36,Volkswagen,479,FUSCA,1973,FUSCA 1300,3201,,,,,,,36-479-1973,36-479-3201-1973
36,Volkswagen,479,FUSCA,1972,FUSCA 1300,3201,,,,,,,36-479-1972,36-479-3201-1972
36,Volkswagen,479,FUSCA,1971,FUSCA 1300,3201,,,,,,,36-479-1971,36-479-3201-1971
36,Volkswagen,479,FUSCA,1970,FUSCA 1300,3201,,,,,,,36-479-1970,36-479-3201-1970
36,Volkswagen,479,FUSCA,1969,FUSCA 1300,3201,,,,,,,36-479-1969,36-479-3201-1969
36,Volkswagen,479,FUSCA,1968,FUSCA 1300,3201,,,,,,,36-479-1968,36-479-3201-1968
36,Volkswagen,479,FUSCA,1967,FUSCA 1300,3201,,,,,,,36-479-1967,36-479-3201-1967
36,Volkswagen,479,FUSCA,1966,FUSCA 1300,3201,,,,,,,36-479-1966,36-479-3201-1966
36,Volkswagen,479,FUSCA,1965,FUSCA 1300,3201,,,,,,,36-479-1965,36-479-3201-1965
36,Volkswagen,479,FUSCA,1964,FUSCA 1300,3201,,,,,,,36-479-1964,36-479-3201-1964
36,Volkswagen,479,FUSCA,1963,FUSCA 1300,3201,,,,,,,36-479-1963,36-479-3201-1963
36,Volkswagen,479,FUSCA,1962,FUSCA 1300,3201,,,,,,,36-479-1962,36-479-3201-1962
36,Volkswagen,479,FUSCA,1961,FUSCA 1300,3201,,,,,,,36-479-1961,36-479-3201-1961
36,Volkswagen,479,FUSCA,1960,FUSCA 1300,3201,,,,,,,36-479-1960,36-479-3201-1960
36,Volkswagen,479,FUSCA,1959,FUSCA 1300,3201,,,,,,,36-479-1959,36-479-3201-1959
36,Volkswagen,479,FUSCA,1958,FUSCA 1300,3201,,,,,,,36-479-1958,36-479-3201-1958
36,Volkswagen,479,FUSCA,1957,FUSCA 1300,3201,,,,,,,36-479-1957,36-479-3201-1957
36,Volkswagen,479,FUSCA,1956,FUSCA 1300,3201,,,,,,,36-479-1956,36-479-3201-1956
36,Volkswagen,479,FUSCA,1955,FUSCA 1300,3201,,,,,,,36-479-1955,36-479-3201-1955
36,Volkswagen,479,FUSCA,1954,FUSCA 1300,3201,,,,,,,36-479-1954,36-479-3201-1954
36,Volkswagen,479,FUSCA,1953,FUSCA 1300,3201,,,,,,,36-479-1953,36-479-3201-1953
36,Volkswagen,479,FUSCA,1985,FUSCA 1300,3201,N/D,N/D,8,N/D,10,N/D,36-479-1985,36-479-3201-1985
36,Volkswagen,479,FUSCA,2016,FUSCA 1300,3201,,,,,,,36-479-2016,36-479-3201-2016
36,Volkswagen,479,FUSCA,2015,FUSCA 1300,3201,,,,,,,36-479-2015,36-479-3201-2015
36,Volkswagen,479,FUSCA,2014,FUSCA 1300,3201,,,,,,,36-479-2014,36-479-3201-2014
36,Volkswagen,479,FUSCA,2013,FUSCA 1300,3201,,,,,,,36-479-2013,36-479-3201-2013
36,Volkswagen,479,FUSCA,1996,FUSCA 1300,3201,,,,,,,36-479-1996,36-479-3201-1996
36,Volkswagen,479,FUSCA,1995,FUSCA 1300,3201,,,,,,,36-479-1995,36-479-3201-1995
36,Volkswagen,479,FUSCA,1994,FUSCA 1300,3201,,,,,,,36-479-1994,36-479-3201-1994
36,Volkswagen,479,FUSCA,1993,FUSCA 1300,3201,,,,,,,36-479-1993,36-479-3201-1993
36,Volkswagen,479,FUSCA,1987,FUSCA 1300,3201,,,,,,,36-479-1987,36-479-3201-1987
36,Volkswagen,479,FUSCA,1986,FUSCA 1300,3201,,,,,,,36-479-1986,36-479-3201-1986
36,Volkswagen,479,FUSCA,1985,FUSCA 1300,3201,,,,,,,36-479-1985,36-479-3201-1985
36,Volkswagen,479,FUSCA,1984,FUSCA 1300,3201,,,,,,,36-479-1984,36-479-3201-1984
36,Volkswagen,479,FUSCA,1983,FUSCA 1300,3201,,,,,,,36-479-1983,36-479-3201-1983
36,Volkswagen,479,FUSCA,1982,FUSCA 1300,3201,,,,,,,36-479-1982,36-479-3201-1982
36,Volkswagen,479,FUSCA,1981,FUSCA 1300,3201,,,,,,,36-479-1981,36-479-3201-1981
36,Volkswagen,479,FUSCA,1980,FUSCA 1300,3201,,,,,,,36-479-1980,36-479-3201-1980
36,Volkswagen,479,FUSCA,1979,FUSCA 1300,3201,,,,,,,36-479-1979,36-479-3201-1979
36,Volkswagen,479,FUSCA,1978,FUSCA 1300,3201,,,,,,,36-479-1978,36-479-3201-1978
36,Volkswagen,479,FUSCA,1977,FUSCA 1300,3201,,,,,,,36-479-1977,36-479-3201-1977
36,Volkswagen,479,FUSCA,1976,FUSCA 1300,3201,,,,,,,36-479-1976,36-479-3201-1976
36,Volkswagen,479,FUSCA,1975,FUSCA 1300,3201,,,,,,,36-479-1975,36-479-3201-1975
36,Volkswagen,479,FUSCA,1974,FUSCA 1300,3201,,,,,,,36-479-1974,36-479-3201-1974
36,Volkswagen,479,FUSCA,1973,FUSCA 1300,3201,,,,,,,36-479-1973,36-479-3201-1973
36,Volkswagen,479,FUSCA,1972,FUSCA 1300,3201,,,,,,,36-479-1972,36-479-3201-1972
36,Volkswagen,479,FUSCA,1971,FUSCA 1300,3201,,,,,,,36-479-1971,36-479-3201-1971
36,Volkswagen,479,FUSCA,1970,FUSCA 1300,3201,,,,,,,36-479-1970,36-479-3201-1970
36,Volkswagen,479,FUSCA,1969,FUSCA 1300,3201,,,,,,,36-479-1969,36-479-3201-1969
36,Volkswagen,479,FUSCA,1968,FUSCA 1300,3201,,,,,,,36-479-1968,36-479-3201-1968
36,Volkswagen,479,FUSCA,1967,FUSCA 1300,3201,,,,,,,36-479-1967,36-479-3201-1967
36,Volkswagen,479,FUSCA,1966,FUSCA 1300,3201,,,,,,,36-479-1966,36-479-3201-1966
36,Volkswagen,479,FUSCA,1965,FUSCA 1300,3201,,,,,,,36-479-1965,36-479-3201-1965
36,Volkswagen,479,FUSCA,1964,FUSCA 1300,3201,,,,,,,36-479-1964,36-479-3201-1964
36,Volkswagen,479,FUSCA,1963,FUSCA 1300,3201,,,,,,,36-479-1963,36-479-3201-1963
36,Volkswagen,479,FUSCA,1962,FUSCA 1300,3201,,,,,,,36-479-1962,36-479-3201-1962
36,Volkswagen,479,FUSCA,1961,FUSCA 1300,3201,,,,,,,36-479-1961,36-479-3201-1961
36,Volkswagen,479,FUSCA,1960,FUSCA 1300,3201,,,,,,,36-479-1960,36-479-3201-1960
36,Volkswagen,479,FUSCA,1959,FUSCA 1300,3201,,,,,,,36-479-1959,36-479-3201-1959
36,Volkswagen,479,FUSCA,1958,FUSCA 1300,3201,,,,,,,36-479-1958,36-479-3201-1958
36,Volkswagen,479,FUSCA,1957,FUSCA 1300,3201,,,,,,,36-479-1957,36-479-3201-1957
36,Volkswagen,479,FUSCA,1956,FUSCA 1300,3201,,,,,,,36-479-1956,36-479-3201-1956
36,Volkswagen,479,FUSCA,1955,FUSCA 1300,3201,,,,,,,36-479-1955,36-479-3201-1955
36,Volkswagen,479,FUSCA,1954,FUSCA 1300,3201,,,,,,,36-479-1954,36-479-3201-1954
36,Volkswagen,479,FUSCA,1953,FUSCA 1300,3201,,,,,,,36-479-1953,36-479-3201-1953
36,Volkswagen,479,FUSCA,1984,FUSCA 1300,3201,N/D,N/D,8,N/D,10,N/D,36-479-1984,36-479-3201-1984
36,Volkswagen,479,FUSCA,2016,FUSCA 1300,3201,,,,,,,36-479-2016,36-479-3201-2016
36,Volkswagen,479,FUSCA,2015,FUSCA 1300,3201,,,,,,,36-479-2015,36-479-3201-2015
36,Volkswagen,479,FUSCA,2014,FUSCA 1300,3201,,,,,,,36-479-2014,36-479-3201-2014
36,Volkswagen,479,FUSCA,2013,FUSCA 1300,3201,,,,,,,36-479-2013,36-479-3201-2013
36,Volkswagen,479,FUSCA,1996,FUSCA 1300,3201,,,,,,,36-479-1996,36-479-3201-1996
36,Volkswagen,479,FUSCA,1995,FUSCA 1300,3201,,,,,,,36-479-1995,36-479-3201-1995
36,Volkswagen,479,FUSCA,1994,FUSCA 1300,3201,,,,,,,36-479-1994,36-479-3201-1994
36,Volkswagen,479,FUSCA,1993,FUSCA 1300,3201,,,,,,,36-479-1993,36-479-3201-1993
36,Volkswagen,479,FUSCA,1987,FUSCA 1300,3201,,,,,,,36-479-1987,36-479-3201-1987
36,Volkswagen,479,FUSCA,1986,FUSCA 1300,3201,,,,,,,36-479-1986,36-479-3201-1986
36,Volkswagen,479,FUSCA,1985,FUSCA 1300,3201,,,,,,,36-479-1985,36-479-3201-1985
36,Volkswagen,479,FUSCA,1984,FUSCA 1300,3201,,,,,,,36-479-1984,36-479-3201-1984
36,Volkswagen,479,FUSCA,1983,FUSCA 1300,3201,,,,,,,36-479-1983,36-479-3201-1983
36,Volkswagen,479,FUSCA,1982,FUSCA 1300,3201,,,,,,,36-479-1982,36-479-3201-1982
36,Volkswagen,479,FUSCA,1981,FUSCA 1300,3201,,,,,,,36-479-1981,36-479-3201-1981
36,Volkswagen,479,FUSCA,1980,FUSCA 1300,3201,,,,,,,36-479-1980,36-479-3201-1980
36,Volkswagen,479,FUSCA,1979,FUSCA 1300,3201,,,,,,,36-479-1979,36-479-3201-1979
36,Volkswagen,479,FUSCA,1978,FUSCA 1300,3201,,,,,,,36-479-1978,36-479-3201-1978
36,Volkswagen,479,FUSCA,1977,FUSCA 1300,3201,,,,,,,36-479-1977,36-479-3201-1977
36,Volkswagen,479,FUSCA,1976,FUSCA 1300,3201,,,,,,,36-479-1976,36-479-3201-1976
36,Volkswagen,479,FUSCA,1975,FUSCA 1300,3201,,,,,,,36-479-1975,36-479-3201-1975
36,Volkswagen,479,FUSCA,1974,FUSCA 1300,3201,,,,,,,36-479-1974,36-479-3201-1974
36,Volkswagen,479,FUSCA,1973,FUSCA 1300,3201,,,,,,,36-479-1973,36-479-3201-1973
36,Volkswagen,479,FUSCA,1972,FUSCA 1300,3201,,,,,,,36-479-1972,36-479-3201-1972
36,Volkswagen,479,FUSCA,1971,FUSCA 1300,3201,,,,,,,36-479-1971,36-479-3201-1971
36,Volkswagen,479,FUSCA,1970,FUSCA 1300,3201,,,,,,,36-479-1970,36-479-3201-1970
36,Volkswagen,479,FUSCA,1969,FUSCA 1300,3201,,,,,,,36-479-1969,36-479-3201-1969
36,Volkswagen,479,FUSCA,1968,FUSCA 1300,3201,,,,,,,36-479-1968,36-479-3201-1968
36,Volkswagen,479,FUSCA,1967,FUSCA 1300,3201,,,,,,,36-479-1967,36-479-3201-1967
36,Volkswagen,479,FUSCA,1966,FUSCA 1300,3201,,,,,,,36-479-1966,36-479-3201-1966
36,Volkswagen,479,FUSCA,1965,FUSCA 1300,3201,,,,,,,36-479-1965,36-479-3201-1965
36,Volkswagen,479,FUSCA,1964,FUSCA 1300,3201,,,,,,,36-479-1964,36-479-3201-1964
36,Volkswagen,479,FUSCA,1963,FUSCA 1300,3201,,,,,,,36-479-1963,36-479-3201-1963
36,Volkswagen,479,FUSCA,1962,FUSCA 1300,3201,,,,,,,36-479-1962,36-479-3201-1962
36,Volkswagen,479,FUSCA,1961,FUSCA 1300,3201,,,,,,,36-479-1961,36-479-3201-1961
36,Volkswagen,479,FUSCA,1960,FUSCA 1300,3201,,,,,,,36-479-1960,36-479-3201-1960
36,Volkswagen,479,FUSCA,1959,FUSCA 1300,3201,,,,,,,36-479-1959,36-479-3201-1959
36,Volkswagen,479,FUSCA,1958,FUSCA 1300,3201,,,,,,,36-479-1958,36-479-3201-1958
36,Volkswagen,479,FUSCA,1957,FUSCA 1300,3201,,,,,,,36-479-1957,36-479-3201-1957
36,Volkswagen,479,FUSCA,1956,FUSCA 1300,3201,,,,,,,36-479-1956,36-479-3201-1956
36,Volkswagen,479,FUSCA,1955,FUSCA 1300,3201,,,,,,,36-479-1955,36-479-3201-1955
36,Volkswagen,479,FUSCA,1954,FUSCA 1300,3201,,,,,,,36-479-1954,36-479-3201-1954
36,Volkswagen,479,FUSCA,1953,FUSCA 1300,3201,,,,,,,36-479-1953,36-479-3201-1953
36,Volkswagen,479,FUSCA,1983,FUSCA 1300,3201,N/D,N/D,8,N/D,10,N/D,36-479-1983,36-479-3201-1983
36,Volkswagen,479,FUSCA,2016,FUSCA 1300,3201,,,,,,,36-479-2016,36-479-3201-2016
36,Volkswagen,479,FUSCA,2015,FUSCA 1300,3201,,,,,,,36-479-2015,36-479-3201-2015
36,Volkswagen,479,FUSCA,2014,FUSCA 1300,3201,,,,,,,36-479-2014,36-479-3201-2014
36,Volkswagen,479,FUSCA,2013,FUSCA 1300,3201,,,,,,,36-479-2013,36-479-3201-2013
36,Volkswagen,479,FUSCA,1996,FUSCA 1300,3201,,,,,,,36-479-1996,36-479-3201-1996
36,Volkswagen,479,FUSCA,1995,FUSCA 1300,3201,,,,,,,36-479-1995,36-479-3201-1995
36,Volkswagen,479,FUSCA,1994,FUSCA 1300,3201,,,,,,,36-479-1994,36-479-3201-1994
36,Volkswagen,479,FUSCA,1993,FUSCA 1300,3201,,,,,,,36-479-1993,36-479-3201-1993
36,Volkswagen,479,FUSCA,1987,FUSCA 1300,3201,,,,,,,36-479-1987,36-479-3201-1987
36,Volkswagen,479,FUSCA,1986,FUSCA 1300,3201,,,,,,,36-479-1986,36-479-3201-1986
36,Volkswagen,479,FUSCA,1985,FUSCA 1300,3201,,,,,,,36-479-1985,36-479-3201-1985
36,Volkswagen,479,FUSCA,1984,FUSCA 1300,3201,,,,,,,36-479-1984,36-479-3201-1984
36,Volkswagen,479,FUSCA,1983,FUSCA 1300,3201,,,,,,,36-479-1983,36-479-3201-1983
36,Volkswagen,479,FUSCA,1982,FUSCA 1300,3201,,,,,,,36-479-1982,36-479-3201-1982
36,Volkswagen,479,FUSCA,1981,FUSCA 1300,3201,,,,,,,36-479-1981,36-479-3201-1981
36,Volkswagen,479,FUSCA,1980,FUSCA 1300,3201,,,,,,,36-479-1980,36-479-3201-1980
36,Volkswagen,479,FUSCA,1979,FUSCA 1300,3201,,,,,,,36-479-1979,36-479-3201-1979
36,Volkswagen,479,FUSCA,1978,FUSCA 1300,3201,,,,,,,36-479-1978,36-479-3201-1978
36,Volkswagen,479,FUSCA,1977,FUSCA 1300,3201,,,,,,,36-479-1977,36-479-3201-1977
36,Volkswagen,479,FUSCA,1976,FUSCA 1300,3201,,,,,,,36-479-1976,36-479-3201-1976
36,Volkswagen,479,FUSCA,1975,FUSCA 1300,3201,,,,,,,36-479-1975,36-479-3201-1975
36,Volkswagen,479,FUSCA,1974,FUSCA 1300,3201,,,,,,,36-479-1974,36-479-3201-1974
36,Volkswagen,479,FUSCA,1973,FUSCA 1300,3201,,,,,,,36-479-1973,36-479-3201-1973
36,Volkswagen,479,FUSCA,1972,FUSCA 1300,3201,,,,,,,36-479-1972,36-479-3201-1972
36,Volkswagen,479,FUSCA,1971,FUSCA 1300,3201,,,,,,,36-479-1971,36-479-3201-1971
36,Volkswagen,479,FUSCA,1970,FUSCA 1300,3201,,,,,,,36-479-1970,36-479-3201-1970
36,Volkswagen,479,FUSCA,1969,FUSCA 1300,3201,,,,,,,36-479-1969,36-479-3201-1969
36,Volkswagen,479,FUSCA,1968,FUSCA 1300,3201,,,,,,,36-479-1968,36-479-3201-1968
36,Volkswagen,479,FUSCA,1967,FUSCA 1300,3201,,,,,,,36-479-1967,36-479-3201-1967
36,Volkswagen,479,FUSCA,1966,FUSCA 1300,3201,,,,,,,36-479-1966,36-479-3201-1966
36,Volkswagen,479,FUSCA,1965,FUSCA 1300,3201,,,,,,,36-479-1965,36-479-3201-1965
36,Volkswagen,479,FUSCA,1964,FUSCA 1300,3201,,,,,,,36-479-1964,36-479-3201-1964
36,Volkswagen,479,FUSCA,1963,FUSCA 1300,3201,,,,,,,36-479-1963,36-479-3201-1963
